feedbackId,courseId,userId,enrollmentId,overallSatisfaction,contentQuality,instructorEffectiveness,comments,createdAt
PVmpbrw4,9,283,gChYxT2S,2,1,3,Great course!,2024-10-07T15:07:42.769545
7vpGt1I0,5,257,0pQpkd1Y,3,2,3,Very informative.,2024-10-07T15:07:42.769545
GqBMfeCt,3,260,VN2XADPn,1,5,1,Very informative.,2024-10-07T15:07:42.769545
1ZmV25Zs,12,198,RMWVJyRh,1,1,3,Could be better.,2024-10-07T15:07:42.769545
iiq415XP,5,8,TNzAS1nQ,5,3,1,Great course!,2024-10-07T15:07:42.770545
lgMQ8CpS,8,109,GaOUIjJN,3,2,3,Great course!,2024-10-07T15:07:42.770545
feYcRAPa,4,293,cYb1VRQb,4,2,2,Great course!,2024-10-07T15:07:42.770545
ZyMkrXG3,4,188,DMBaJxrk,4,5,2,Very informative.,2024-10-07T15:07:42.770545
79luVUI9,5,291,hLwBjRBP,5,1,4,Great course!,2024-10-07T15:07:42.770545
dW4X7lMH,1,142,hgzQXAye,4,2,5,Very informative.,2024-10-07T15:07:42.770545
nU9ZcrX1,11,126,fmSG8n3T,3,4,4,Could be better.,2024-10-07T15:07:42.770545
7grCdK4r,5,149,fP7fj8ig,2,4,3,Great course!,2024-10-07T15:07:42.770545
NA7OYzs5,17,255,EY8pjslv,4,3,3,Could be better.,2024-10-07T15:07:42.770545
zfoDcmqs,8,87,F47enDbP,2,1,3,Could be better.,2024-10-07T15:07:42.770545
fCOUXSIX,3,280,HTwAinXo,3,1,4,Could be better.,2024-10-07T15:07:42.770545
D6YG7z8D,9,278,PZ51zwAf,5,3,2,Could be better.,2024-10-07T15:07:42.770545
VteAxeFR,12,85,KNRl85RJ,4,5,4,Could be better.,2024-10-07T15:07:42.770545
T3yu2MvR,9,207,2Z1GesFl,2,5,2,Great course!,2024-10-07T15:07:42.770545
Uni39C2v,2,35,HvwiJTPY,4,4,4,Very informative.,2024-10-07T15:07:42.770545
xF33ucmz,16,238,hQG44Whe,5,1,4,Very informative.,2024-10-07T15:07:42.770545
lcP2misC,14,212,6xacZ4L4,5,1,1,Great course!,2024-10-07T15:07:42.770545
I37Nat48,9,263,DMkkLBI3,5,5,1,Great course!,2024-10-07T15:07:42.770545
YsrQLWJ5,1,265,ClBq6bxP,1,4,3,Very informative.,2024-10-07T15:07:42.770545
YTSKeRGP,20,119,ShIHcyiU,3,5,4,Very informative.,2024-10-07T15:07:42.770545
Z98mz5j6,4,15,qidHdV0x,2,3,1,Great course!,2024-10-07T15:07:42.771546
dMpeecFW,15,91,aV8Hc78C,3,1,5,Could be better.,2024-10-07T15:07:42.771546
RnqNoVh7,5,130,5BHvJlqr,1,4,4,Great course!,2024-10-07T15:07:42.771546
LNJkKA11,17,146,fN1OwkfY,2,3,3,Could be better.,2024-10-07T15:07:42.771546
zHUj6pOf,2,153,cRODj4VJ,2,2,1,Great course!,2024-10-07T15:07:42.771546
PjlaS8ng,17,241,f2SrjeDF,2,3,4,Great course!,2024-10-07T15:07:42.771546
w2x4sTLT,15,153,CMk967cZ,4,5,1,Very informative.,2024-10-07T15:07:42.771546
W3I4bsxJ,15,227,blo5tqQp,4,4,1,Very informative.,2024-10-07T15:07:42.771546
AZmimkxe,3,236,7KplkCjW,5,2,1,Very informative.,2024-10-07T15:07:42.771546
Zf2zECWM,1,10,A2aCtL7H,1,3,1,Very informative.,2024-10-07T15:07:42.771546
Uoclwulf,7,79,Wognx7Wn,1,2,2,Great course!,2024-10-07T15:07:42.771546
urtDgOgo,9,194,TtVeI6LF,2,3,3,Very informative.,2024-10-07T15:07:42.771546
sNGxtJTD,11,74,DiQ0VQ2G,1,2,3,Could be better.,2024-10-07T15:07:42.771546
wFsosWuz,14,120,3UGEcgpu,3,5,5,Could be better.,2024-10-07T15:07:42.771546
uYwRVB63,15,185,FcJxrQ5g,5,1,1,Very informative.,2024-10-07T15:07:42.771546
foo05uIo,7,140,C3vEiBKh,3,4,4,Very informative.,2024-10-07T15:07:42.771546
0ULM95Cb,6,174,fQSaXer0,5,4,2,Very informative.,2024-10-07T15:07:42.771546
QyHhnGYB,16,37,d7aFbQQl,5,3,1,Very informative.,2024-10-07T15:07:42.772545
HmFPDDGU,19,292,bvZu7TkP,3,3,5,Great course!,2024-10-07T15:07:42.772545
YMOGj9Er,8,76,Y48nLOHO,1,2,3,Great course!,2024-10-07T15:07:42.772545
ifUb5lbS,6,180,S6lUpoKR,3,3,2,Could be better.,2024-10-07T15:07:42.772545
0EPzAp5N,7,225,QeaDy7kn,2,1,4,Great course!,2024-10-07T15:07:42.772545
ILZWOl5z,12,162,Hd8nFksy,5,2,1,Great course!,2024-10-07T15:07:42.772545
p96S4p3U,8,278,COhfXwGi,1,5,3,Very informative.,2024-10-07T15:07:42.772545
sY32rCId,14,168,LbyEfenG,3,3,1,Could be better.,2024-10-07T15:07:42.772545
bLllLGvX,1,112,J9bBKM53,3,3,1,Great course!,2024-10-07T15:07:42.772545
W0v0gvxG,10,129,eMWTiRT8,4,3,2,Very informative.,2024-10-07T15:07:42.772545
EY9vpt8J,1,79,9fw5D6rq,2,4,1,Very informative.,2024-10-07T15:07:42.772545
itRcdWFW,5,68,5F6WGCZy,5,3,5,Could be better.,2024-10-07T15:07:42.772545
uZ1vkrAx,9,89,oRg6v4gx,1,5,5,Great course!,2024-10-07T15:07:42.772545
CkNpwQZR,12,220,x0T1tnrz,1,3,2,Great course!,2024-10-07T15:07:42.772545
xHgrV3MW,9,109,ZFHAg9ep,2,2,5,Very informative.,2024-10-07T15:07:42.772545
lZiOHqgK,11,300,Gemcikzk,3,3,5,Great course!,2024-10-07T15:07:42.772545
Sfe1S3BG,15,157,oUiQyprf,2,2,1,Could be better.,2024-10-07T15:07:42.772545
zRGSZW08,14,219,nWCcrRJf,1,4,5,Great course!,2024-10-07T15:07:42.772545
vOg6dfx4,8,241,Gyjuicno,3,5,5,Could be better.,2024-10-07T15:07:42.773544
mTPFvtAQ,5,289,6lmkAE8B,2,5,3,Could be better.,2024-10-07T15:07:42.773544
6mvibTcF,5,263,91DfxyEp,5,4,3,Could be better.,2024-10-07T15:07:42.773544
bZs0OCZJ,7,231,JspvWCur,2,3,3,Could be better.,2024-10-07T15:07:42.773544
CgRS7gRY,12,26,3ZTCQefB,3,1,1,Great course!,2024-10-07T15:07:42.773544
TxIrzinE,18,241,53PYuM9M,2,5,1,Very informative.,2024-10-07T15:07:42.773544
XDqlyyP9,7,16,sde4Gnzi,1,3,5,Great course!,2024-10-07T15:07:42.773544
UChVfezT,20,66,VCNoLdS0,4,2,3,Could be better.,2024-10-07T15:07:42.773544
abWp6HFN,9,157,OOi5zjlV,5,2,3,Could be better.,2024-10-07T15:07:42.773544
iIdnZJ4N,16,83,ioDGmi8e,2,5,3,Could be better.,2024-10-07T15:07:42.773544
Smy1Rv21,14,289,Kajuobyn,5,3,4,Great course!,2024-10-07T15:07:42.773544
caqEJhD4,18,23,yVJCibCy,2,5,1,Could be better.,2024-10-07T15:07:42.773544
7jgM5ukE,17,203,rsSqCLtG,1,4,1,Could be better.,2024-10-07T15:07:42.773544
SOUer1CJ,7,187,FvgGLUlL,1,4,4,Great course!,2024-10-07T15:07:42.773544
nFGr0L4q,2,252,ZMXP3XF7,4,4,1,Could be better.,2024-10-07T15:07:42.773544
eA6eGPHs,2,145,756aDOlR,4,3,3,Very informative.,2024-10-07T15:07:42.773544
oQRCi2J7,8,113,AF4bAE5I,3,2,2,Great course!,2024-10-07T15:07:42.773544
GsW9dnCs,14,124,Jx5iNec1,2,3,3,Very informative.,2024-10-07T15:07:42.773544
JIZENghT,13,183,WvsYrBnz,1,3,3,Great course!,2024-10-07T15:07:42.773544
ZFc2wvh0,14,147,FLanaPDb,1,5,2,Could be better.,2024-10-07T15:07:42.773544
SxKzxOAX,20,291,QT47vjr7,3,4,4,Could be better.,2024-10-07T15:07:42.773544
nbQo9q7w,9,86,An4MPebT,1,3,2,Very informative.,2024-10-07T15:07:42.774550
gFYxeSDs,4,40,T9MXinjH,1,1,2,Could be better.,2024-10-07T15:07:42.774550
Qgp6j5T9,16,103,bAbgHj6O,5,3,5,Could be better.,2024-10-07T15:07:42.774550
hlaiG6io,7,183,X8IeEfr4,4,5,1,Very informative.,2024-10-07T15:07:42.774550
fhD19NqT,19,228,0xaVIxPZ,4,3,3,Very informative.,2024-10-07T15:07:42.774550
syojGPq5,4,25,EaSvt5UT,2,3,2,Great course!,2024-10-07T15:07:42.774550
OLsAo6KW,20,22,pjeb5Mza,2,5,2,Very informative.,2024-10-07T15:07:42.774550
VjlLn3b9,6,128,Sb79GbU4,4,3,3,Great course!,2024-10-07T15:07:42.774550
EBWeKbco,20,137,rZwlcp40,3,2,4,Great course!,2024-10-07T15:07:42.774550
gV1PxgBp,14,157,b0t2khTt,1,1,1,Great course!,2024-10-07T15:07:42.774550
ZqUwsJP1,10,94,S0H7Y0Oz,2,2,1,Very informative.,2024-10-07T15:07:42.774550
6MWfsdMD,2,137,KfzPPGFc,5,2,4,Very informative.,2024-10-07T15:07:42.774550
xfDqgLtb,13,257,08ediptl,5,1,4,Very informative.,2024-10-07T15:07:42.774550
hvsCqC75,19,211,SajWe44p,2,5,1,Could be better.,2024-10-07T15:07:42.774550
v1SLhsid,5,100,2aAxQTcX,3,1,4,Great course!,2024-10-07T15:07:42.774550
zciMz0WJ,4,281,5xjC7VjQ,5,5,1,Great course!,2024-10-07T15:07:42.775545
FkCCrD0O,12,180,f9AWWmsN,5,3,2,Very informative.,2024-10-07T15:07:42.775545
hARHQBTg,1,135,Bc0cPig0,1,5,3,Great course!,2024-10-07T15:07:42.775545
J5IZ2dcF,10,292,nmizCeuP,1,3,2,Very informative.,2024-10-07T15:07:42.775545
6oTovkep,17,41,x0721TLW,5,3,5,Very informative.,2024-10-07T15:07:42.775545
cZYwL2Ra,7,39,mRNWv1mR,1,5,1,Very informative.,2024-10-07T15:07:42.775545
9uT7yox1,7,37,zF4nNZH5,2,4,1,Great course!,2024-10-07T15:07:42.775545
X2syxO0D,3,131,MAE7ynVg,1,5,3,Great course!,2024-10-07T15:07:42.775545
As7nlZbZ,6,226,1dqxHrie,1,4,2,Great course!,2024-10-07T15:07:42.775545
iE9RNRLJ,7,237,PqN1Da3l,2,1,1,Great course!,2024-10-07T15:07:42.775545
yrxjN1T2,16,13,PHDSBGDv,5,5,5,Could be better.,2024-10-07T15:07:42.775545
co8GgEer,15,253,Y44NiyGS,4,4,1,Very informative.,2024-10-07T15:07:42.775545
0bPBLvWl,18,137,SrMLQ6YX,3,3,1,Great course!,2024-10-07T15:07:42.775545
pfTvKPog,16,60,HGEFTuLU,2,1,5,Great course!,2024-10-07T15:07:42.775545
SBuGtE8K,13,229,xMIA9ac4,1,2,5,Great course!,2024-10-07T15:07:42.775545
8pGKL9QW,14,266,ujIJv0BB,4,4,2,Great course!,2024-10-07T15:07:42.775545
ENYrwAz0,5,249,nBKgnHRB,2,1,4,Great course!,2024-10-07T15:07:42.776545
hKXVHAuf,16,50,CC20W6xG,1,2,4,Great course!,2024-10-07T15:07:42.776545
ZnyfuHLd,2,289,GW33BKuz,4,5,4,Could be better.,2024-10-07T15:07:42.776545
nMFp15HM,12,89,wTraJLVf,2,2,2,Could be better.,2024-10-07T15:07:42.776545
KctwUIyI,8,135,BTLm6EWX,3,3,3,Great course!,2024-10-07T15:07:42.776545
XilHiUvE,5,168,znyjotvd,1,2,3,Great course!,2024-10-07T15:07:42.776545
nOvn1LtN,1,257,aLb4UkBA,4,1,1,Great course!,2024-10-07T15:07:42.776545
tbfyBTqD,18,67,03pZmYk4,2,2,5,Could be better.,2024-10-07T15:07:42.776545
wXvtPwln,6,59,lUCHt9FE,5,1,2,Very informative.,2024-10-07T15:07:42.776545
6uoiAKDE,9,28,rWaECcsA,5,3,4,Great course!,2024-10-07T15:07:42.776545
YWWT48Oy,9,114,LFYy2Brf,3,1,2,Could be better.,2024-10-07T15:07:42.776545
TLIWEmGT,20,176,3H35egdm,3,1,4,Great course!,2024-10-07T15:07:42.776545
unIhqvj9,1,137,OlrSg0en,3,5,3,Could be better.,2024-10-07T15:07:42.776545
IO3ZXKe5,10,47,ojvbdyBT,4,3,4,Great course!,2024-10-07T15:07:42.776545
IU0F70FW,10,276,R2Kry3K4,4,3,4,Great course!,2024-10-07T15:07:42.776545
p6ArNpcw,13,59,F2APXR9f,2,5,3,Very informative.,2024-10-07T15:07:42.776545
6TSMwLfS,15,23,TGpzWlfe,5,2,2,Could be better.,2024-10-07T15:07:42.776545
n20W8psN,6,143,jlHjAVkZ,4,4,4,Great course!,2024-10-07T15:07:42.776545
5sMHmfFT,12,203,BMuFciJ2,1,1,3,Very informative.,2024-10-07T15:07:42.776545
5M01zv3d,6,186,fRvEPtcs,3,2,4,Very informative.,2024-10-07T15:07:42.776545
yFBCqFjJ,11,231,8IcMgC0Z,1,2,4,Could be better.,2024-10-07T15:07:42.776545
xRnDwzsb,16,14,jo3wgsU7,2,2,5,Great course!,2024-10-07T15:07:42.776545
RB83Q5sP,11,160,fwhu2esq,2,5,3,Could be better.,2024-10-07T15:07:42.776545
FMEA2el3,2,10,yN16bp6E,1,2,4,Great course!,2024-10-07T15:07:42.777549
6Nl8U4UD,4,265,GWewf8AJ,2,1,1,Great course!,2024-10-07T15:07:42.777549
zwb4wHQc,4,190,fQcoDTZ6,5,5,2,Great course!,2024-10-07T15:07:42.777549
nuPvUvwZ,13,141,UOkvfzrC,5,1,5,Very informative.,2024-10-07T15:07:42.777549
3brluTxb,6,148,6IieNGn9,3,5,3,Could be better.,2024-10-07T15:07:42.777549
ROV2H2nM,11,43,USJxcD0f,5,4,3,Very informative.,2024-10-07T15:07:42.777549
SP5b5Aqr,8,154,0gto5mSu,5,1,1,Could be better.,2024-10-07T15:07:42.777549
NOxbUR1I,14,63,SZO2Vz5F,1,3,1,Great course!,2024-10-07T15:07:42.777549
lzo170fG,11,209,tuYAGvMh,5,4,4,Could be better.,2024-10-07T15:07:42.777549
9rgkEl6d,16,164,R38Y8UdU,3,2,3,Could be better.,2024-10-07T15:07:42.777549
HeAR52n6,7,276,2cLzAMBh,4,5,2,Very informative.,2024-10-07T15:07:42.777549
L54kHvjo,2,213,FC4exN7X,3,3,3,Great course!,2024-10-07T15:07:42.777549
laEUmRRp,11,242,L959qDo7,3,4,5,Could be better.,2024-10-07T15:07:42.777549
IJpWDDf3,10,36,aWP9PRey,4,4,2,Very informative.,2024-10-07T15:07:42.777549
IjYY5Eon,20,139,ieY1yr5O,3,4,2,Great course!,2024-10-07T15:07:42.777549
YHTJqbDn,3,59,GOZ2gigP,5,1,5,Great course!,2024-10-07T15:07:42.778545
s5czNXmj,8,156,PZ5IlUgl,5,3,1,Could be better.,2024-10-07T15:07:42.778545
NUP5Ceb6,19,219,GMTOf7mP,5,4,1,Could be better.,2024-10-07T15:07:42.778545
MZpPoNJY,6,239,RRgfiUsF,1,2,2,Could be better.,2024-10-07T15:07:42.778545
S9xUQo4P,10,6,nGMSC87W,5,5,4,Very informative.,2024-10-07T15:07:42.778545
y4pDXffO,9,131,b6rqcNVC,5,3,3,Could be better.,2024-10-07T15:07:42.778545
yZ3FEKyd,15,3,RRFekZFp,2,1,5,Could be better.,2024-10-07T15:07:42.778545
xskECiJO,13,35,YhX04TDc,3,5,1,Could be better.,2024-10-07T15:07:42.778545
rFpEHX5M,13,40,N6d122qp,5,4,5,Great course!,2024-10-07T15:07:42.778545
btKlNQIc,14,148,acgCt5cT,1,1,2,Very informative.,2024-10-07T15:07:42.778545
qLpNC05y,9,209,GPBGfj5G,3,4,5,Could be better.,2024-10-07T15:07:42.778545
TqNaEl6B,13,136,EMdeOrMx,5,2,3,Great course!,2024-10-07T15:07:42.778545
0YmXtrBM,2,87,BxT3Wpa1,2,5,3,Very informative.,2024-10-07T15:07:42.778545
6qrLC8xo,9,101,TeMkkenH,2,2,4,Great course!,2024-10-07T15:07:42.778545
XDFDuRol,11,217,CCnaZH5l,1,2,3,Very informative.,2024-10-07T15:07:42.778545
yg5Nnsgj,9,290,3BOI4C6J,4,2,3,Very informative.,2024-10-07T15:07:42.778545
SbmU6OkN,13,29,qz9bVTzO,4,3,3,Very informative.,2024-10-07T15:07:42.778545
EQOuYddO,11,32,Hsy9h691,2,2,3,Could be better.,2024-10-07T15:07:42.778545
L1gOVsYO,4,147,t6U05awK,5,4,4,Great course!,2024-10-07T15:07:42.778545
PPna845a,6,109,m8Ei5XYt,4,1,2,Great course!,2024-10-07T15:07:42.778545
wpdqWZBF,4,73,iXT7LJpz,4,2,2,Great course!,2024-10-07T15:07:42.778545
6RmI8cSP,8,258,nhyEk4kf,3,4,3,Great course!,2024-10-07T15:07:42.778545
8jTTvnPd,17,101,YrcOX9Yf,5,2,4,Very informative.,2024-10-07T15:07:42.779545
jcIwVfW9,18,163,IOLzyYFr,1,3,1,Great course!,2024-10-07T15:07:42.779545
bhoz8BeT,9,22,f4M1GckP,5,2,4,Great course!,2024-10-07T15:07:42.779545
P3auGCT1,13,54,8lcGB7mH,4,5,1,Could be better.,2024-10-07T15:07:42.779545
HoOWibwf,2,162,asbSXWOI,5,5,5,Great course!,2024-10-07T15:07:42.779545
ldcWFfza,11,204,f0wFoD7b,3,5,1,Great course!,2024-10-07T15:07:42.779545
NJina1lh,19,199,AOYgkW3T,4,2,3,Very informative.,2024-10-07T15:07:42.779545
QrdXwbT5,19,179,ZAJKl5cm,3,2,3,Could be better.,2024-10-07T15:07:42.779545
bLXBp530,16,296,xwPFTN6o,4,3,1,Very informative.,2024-10-07T15:07:42.779545
QmfXl5z7,15,51,BWv4mz55,1,5,3,Very informative.,2024-10-07T15:07:42.779545
YSYjL4tW,2,132,JXYxKBHx,3,1,1,Great course!,2024-10-07T15:07:42.779545
QFKjTS4G,9,197,eRHlauf1,5,3,5,Could be better.,2024-10-07T15:07:42.779545
HIUDE21t,6,145,rZZFUYcA,1,3,4,Great course!,2024-10-07T15:07:42.779545
1YXjztTs,16,120,UQ5325F3,3,1,2,Great course!,2024-10-07T15:07:42.779545
PJX3gz9a,4,253,eHz3Ngpl,4,4,4,Very informative.,2024-10-07T15:07:42.779545
kDvBeQu5,5,226,IK9UtxQY,1,1,3,Very informative.,2024-10-07T15:07:42.779545
kXXtGMZY,20,165,5z9PiucQ,3,1,4,Great course!,2024-10-07T15:07:42.779545
FSGIbDqD,2,32,xNHRGSaO,5,2,1,Great course!,2024-10-07T15:07:42.779545
7nk5IRuH,11,70,B25XRt9B,5,4,1,Great course!,2024-10-07T15:07:42.779545
zCO027WH,8,58,u489UVDR,3,3,2,Very informative.,2024-10-07T15:07:42.779545
B9ne1JRO,1,181,o0gNpXcs,5,3,2,Great course!,2024-10-07T15:07:42.780545
fR0P5EzA,17,120,Mfd7iUsu,5,2,5,Very informative.,2024-10-07T15:07:42.780545
rcLEZcCW,5,81,Othl3mlq,3,1,4,Great course!,2024-10-07T15:07:42.780545
q5d8Tr4T,3,82,SFpZUkjN,3,5,3,Very informative.,2024-10-07T15:07:42.780545
OUXoCLsF,20,12,AmWXkf4X,2,4,4,Great course!,2024-10-07T15:07:42.780545
NDhdVI1c,16,140,okyVdqhs,1,2,1,Great course!,2024-10-07T15:07:42.780545
UniXT4kG,8,1,ZqoQYyvg,2,4,1,Could be better.,2024-10-07T15:07:42.780545
6rCxLgpy,20,232,5F08qmmP,1,5,3,Very informative.,2024-10-07T15:07:42.780545
vNEEZprq,4,107,zV7f4nvi,2,3,5,Great course!,2024-10-07T15:07:42.780545
HEaJcH6G,5,124,ScWoKCT5,4,2,2,Great course!,2024-10-07T15:07:42.780545
cxM6ukhN,11,159,N4nMuRgm,1,1,1,Great course!,2024-10-07T15:07:42.780545
sgCd1q0G,17,80,bTb5bchH,4,5,3,Great course!,2024-10-07T15:07:42.780545
BZgvZdFs,9,276,wmmyJQQa,4,2,1,Very informative.,2024-10-07T15:07:42.780545
QZstEoQl,15,249,x7as7Y1t,3,5,1,Very informative.,2024-10-07T15:07:42.780545
Jqt5nIJ8,9,202,qrFVseXY,3,1,5,Could be better.,2024-10-07T15:07:42.780545
SlQqGPMI,7,12,CJAdxliN,4,1,3,Very informative.,2024-10-07T15:07:42.780545
FlOPsYpP,13,64,BkxpBSdw,3,4,2,Great course!,2024-10-07T15:07:42.780545
2m8TScPN,7,78,z1u19QHW,4,4,2,Could be better.,2024-10-07T15:07:42.781547
cTmMmh0J,3,242,xO0TzE2X,5,5,4,Very informative.,2024-10-07T15:07:42.781547
SDapLcT3,19,156,uWavPr6D,1,4,2,Great course!,2024-10-07T15:07:42.781547
6ilYF3vM,11,211,6M0cSdXh,4,2,3,Very informative.,2024-10-07T15:07:42.781547
gSFKh0KL,14,111,8IqaAsCq,2,4,3,Could be better.,2024-10-07T15:07:42.781547
WG3CZezP,1,120,JQKYUovW,2,4,4,Great course!,2024-10-07T15:07:42.781547
tOBZyNeE,5,97,XW9ROwK8,5,3,1,Could be better.,2024-10-07T15:07:42.781547
6uHKmlX4,7,178,MgLFOk18,5,5,4,Very informative.,2024-10-07T15:07:42.781547
mLCpseoO,6,138,fVlnF4sd,1,5,1,Could be better.,2024-10-07T15:07:42.781547
fomsJ3EX,10,211,wFiqUZZE,4,1,5,Very informative.,2024-10-07T15:07:42.781547
1wj6jB3R,5,6,rM9NPVF7,2,5,1,Very informative.,2024-10-07T15:07:42.781547
AUPeVeOi,12,3,x7qPsxFT,1,3,4,Could be better.,2024-10-07T15:07:42.781547
uVxFdFrR,8,189,3PUdKUyB,1,3,4,Could be better.,2024-10-07T15:07:42.781547
oR2rpwRU,18,82,xR8nZpC0,3,4,2,Great course!,2024-10-07T15:07:42.781547
Hb7O7Qfw,16,208,KHshgMeo,1,5,2,Could be better.,2024-10-07T15:07:42.781547
gRaicyze,7,288,q0a9ctqK,2,3,1,Great course!,2024-10-07T15:07:42.781547
sjVPv5oQ,8,55,9brPcV4t,3,4,5,Could be better.,2024-10-07T15:07:42.782546
WRvuo2Rw,11,143,D2j5PYbi,2,5,4,Could be better.,2024-10-07T15:07:42.782546
RrQVy959,11,79,9cPXov66,4,4,1,Very informative.,2024-10-07T15:07:42.782546
tQ3N6P4L,5,204,Nj2vF0wg,5,5,5,Great course!,2024-10-07T15:07:42.782546
fd9JEF2c,20,120,WOQgt0bE,5,3,5,Great course!,2024-10-07T15:07:42.782546
Q3NhB5WJ,16,136,DKALIoCv,1,3,1,Great course!,2024-10-07T15:07:42.782546
326SSyNB,11,24,q40JMvEY,2,4,2,Very informative.,2024-10-07T15:07:42.782546
jnqgUQAV,3,200,PkHgl9HQ,5,4,5,Very informative.,2024-10-07T15:07:42.782546
elGvNSJd,17,87,QtGCxdJD,4,4,3,Could be better.,2024-10-07T15:07:42.782546
5FIysZRo,1,143,Wov9wl29,5,5,2,Great course!,2024-10-07T15:07:42.782546
L985GJUR,17,11,F5978Kx7,1,4,2,Very informative.,2024-10-07T15:07:42.782546
57hi6r5C,11,226,qXcH6yto,2,2,3,Very informative.,2024-10-07T15:07:42.782546
FULt7ErT,15,44,rcrKcILQ,4,1,1,Great course!,2024-10-07T15:07:42.782546
jm2LxBjm,2,93,QxKKM5Pk,5,1,4,Very informative.,2024-10-07T15:07:42.782546
VLvsuF5v,10,240,4PBsZSOj,2,2,4,Could be better.,2024-10-07T15:07:42.782546
f3UGMpO8,7,297,pXfhySXU,2,5,4,Could be better.,2024-10-07T15:07:42.782546
EQcAzzUZ,15,61,3d5kW5wD,1,4,2,Very informative.,2024-10-07T15:07:42.782546
nz83l647,13,288,4oIH2gU4,2,3,4,Very informative.,2024-10-07T15:07:42.782546
3c7qXQ1Z,7,118,tNw6YRAq,3,1,5,Great course!,2024-10-07T15:07:42.782546
2TuurBQH,5,253,iDuAs2xT,1,1,5,Could be better.,2024-10-07T15:07:42.782546
NkczkH1f,19,266,TrMJ55YC,3,2,1,Very informative.,2024-10-07T15:07:42.782546
zemsRm8E,1,147,iwqgLszC,3,5,2,Great course!,2024-10-07T15:07:42.783545
FoTUdTVl,10,55,7a9vE3mF,5,2,2,Very informative.,2024-10-07T15:07:42.783545
KqGr47VW,20,133,f0MMz4Ay,3,4,4,Very informative.,2024-10-07T15:07:42.783545
YjlPLrOC,7,170,5YGAkXLn,3,1,5,Could be better.,2024-10-07T15:07:42.783545
B0tHrLIc,5,56,yS4aB7yR,1,4,5,Could be better.,2024-10-07T15:07:42.783545
845PVkOP,14,101,UhSCZham,1,1,3,Great course!,2024-10-07T15:07:42.783545
gCAphUNx,8,239,UNERnnBF,1,1,1,Great course!,2024-10-07T15:07:42.783545
JNIll3Ou,4,228,tHpH8uH7,2,5,4,Could be better.,2024-10-07T15:07:42.783545
dtlfKlmf,11,147,1EBUHOwU,3,5,5,Great course!,2024-10-07T15:07:42.783545
JXVG0guq,9,226,pVnokgIy,4,1,5,Very informative.,2024-10-07T15:07:42.783545
5RBoshpw,19,222,nlKKFUfu,3,4,4,Great course!,2024-10-07T15:07:42.783545
LY5tnGFU,4,201,vP17HhhV,5,1,4,Very informative.,2024-10-07T15:07:42.783545
Q0ZHx9ex,11,35,1ztT26wq,3,1,2,Could be better.,2024-10-07T15:07:42.783545
s4XLsDr8,12,94,D57zjkYF,3,1,4,Could be better.,2024-10-07T15:07:42.783545
ltePvajU,7,117,FteBh8gW,5,3,4,Very informative.,2024-10-07T15:07:42.783545
K0pUqYX3,4,123,pNWuUxNf,5,1,3,Great course!,2024-10-07T15:07:42.783545
HxLOrEbi,13,200,xnJWye6u,5,4,1,Great course!,2024-10-07T15:07:42.783545
xS7DIYfX,1,78,9PbMLerk,3,3,3,Very informative.,2024-10-07T15:07:42.783545
mrlcyDIl,14,62,4BpPNiha,3,5,5,Great course!,2024-10-07T15:07:42.784545
yEsXGoB0,11,135,3KTA83mj,2,5,1,Could be better.,2024-10-07T15:07:42.784545
8QjdNe6L,11,56,5k1PqZeL,2,4,5,Great course!,2024-10-07T15:07:42.784545
AAhfTrbA,6,272,oEAgRLvE,2,4,3,Very informative.,2024-10-07T15:07:42.784545
OUZkwhjC,8,208,HkEqIWhX,5,5,5,Very informative.,2024-10-07T15:07:42.784545
qO8I71RX,5,194,B3H0DhmM,2,1,4,Very informative.,2024-10-07T15:07:42.784545
0j7o0wcW,20,299,PV3kklnj,5,1,4,Great course!,2024-10-07T15:07:42.784545
xSiwkk9b,18,186,kR2EVq2S,4,2,5,Very informative.,2024-10-07T15:07:42.784545
omk3d4Kw,19,61,I8QdDYbg,3,4,3,Great course!,2024-10-07T15:07:42.784545
hvCJACAk,14,14,DZDAI1jC,5,2,4,Could be better.,2024-10-07T15:07:42.784545
xv2XcFyO,5,294,oTU7VVz7,5,3,5,Very informative.,2024-10-07T15:07:42.784545
INqSYU34,16,229,5x8yPXKg,3,5,2,Great course!,2024-10-07T15:07:42.784545
szWbhHMJ,2,189,9MeZHWnJ,5,3,4,Could be better.,2024-10-07T15:07:42.784545
Qbg0Igbk,19,218,vjbNHjzZ,1,5,4,Could be better.,2024-10-07T15:07:42.784545
Fkrw4C6M,19,295,kingSyw3,1,1,4,Great course!,2024-10-07T15:07:42.784545
rC3Qo0TI,19,137,GHPPMZY9,4,1,2,Very informative.,2024-10-07T15:07:42.784545
o0YwOLWf,13,179,7wYDfrCb,2,5,3,Great course!,2024-10-07T15:07:42.784545
gEKg6psb,6,16,lmfEtWD7,2,4,1,Could be better.,2024-10-07T15:07:42.785544
RdBsT848,13,121,5AhoMFrW,5,5,2,Very informative.,2024-10-07T15:07:42.785544
eFFODS2p,3,155,MnaHSUpV,1,5,2,Great course!,2024-10-07T15:07:42.785544
400qMvpT,7,200,pbEyNbgM,2,2,1,Great course!,2024-10-07T15:07:42.785544
