commentId,userId,enrollmentId,courseId,content,createdAt
wdO9qdm7,126,bSJu6ywd,19,I didn't like it.,2024-10-07T15:07:42.753967
IhaKR2Ne,4,kYVWzl8d,19,I didn't like it.,2024-10-07T15:07:42.753967
qnKYL2BY,275,tf7EMXAP,4,It was okay.,2024-10-07T15:07:42.753967
VWHEgMU0,263,O89W5TKJ,4,I loved this course!,2024-10-07T15:07:42.753967
aBs0ieIz,232,GjxoRPIp,3,I didn't like it.,2024-10-07T15:07:42.753967
bpT81yox,35,X9E8veu1,12,I loved this course!,2024-10-07T15:07:42.754967
sQVwNsTG,269,j53LiI6l,11,I didn't like it.,2024-10-07T15:07:42.754967
NprdQPHF,124,ifDzbxID,17,I loved this course!,2024-10-07T15:07:42.754967
m4Q75bbU,31,5llRkzB0,17,It was okay.,2024-10-07T15:07:42.754967
2G81fqyh,273,Z12bgn9z,14,I didn't like it.,2024-10-07T15:07:42.754967
xQkHAa6Q,212,lvlM4Qhl,13,I loved this course!,2024-10-07T15:07:42.754967
5b6asCMH,183,SMH087Cy,2,I didn't like it.,2024-10-07T15:07:42.754967
Wox9SmcN,208,xckEa7SP,20,I loved this course!,2024-10-07T15:07:42.754967
LIvkBJr6,116,SOWPQCwz,14,It was okay.,2024-10-07T15:07:42.754967
qLbANVH7,153,tDesm93z,10,I loved this course!,2024-10-07T15:07:42.754967
Fdicpq9l,35,wk5okGR6,8,It was okay.,2024-10-07T15:07:42.754967
d1cAuJpu,147,Rn30iJQl,5,I loved this course!,2024-10-07T15:07:42.754967
tU0FMLwZ,19,9QvTyLTU,4,It was okay.,2024-10-07T15:07:42.754967
shwXZXTZ,85,5JwD5qmG,8,I didn't like it.,2024-10-07T15:07:42.754967
xNwDj53n,164,eJz8e1jK,14,I didn't like it.,2024-10-07T15:07:42.754967
csJ2ZvVl,186,VxGxXOwc,12,I loved this course!,2024-10-07T15:07:42.754967
26WhK6fa,130,kCHKRYhD,4,I loved this course!,2024-10-07T15:07:42.754967
pWtdnFJv,186,yanFgNv2,9,I didn't like it.,2024-10-07T15:07:42.754967
Cdmkxad3,239,4MZe5VLT,14,It was okay.,2024-10-07T15:07:42.754967
92UvoaNi,215,lWa1C0VJ,4,I didn't like it.,2024-10-07T15:07:42.754967
fELKXMXs,68,8PA24aeR,9,I loved this course!,2024-10-07T15:07:42.755967
lqIhqWco,137,muanhImj,3,It was okay.,2024-10-07T15:07:42.755967
kLeijBeb,271,mQFHV3CE,6,It was okay.,2024-10-07T15:07:42.755967
F7bMbhfL,38,klwncfzP,14,I didn't like it.,2024-10-07T15:07:42.755967
xCzd0Er4,81,gi0tPaSE,2,It was okay.,2024-10-07T15:07:42.755967
ToqxK98E,295,PNMJ40W2,15,It was okay.,2024-10-07T15:07:42.755967
yXrlZMLO,33,5AAtHZuL,20,It was okay.,2024-10-07T15:07:42.755967
lDt0T1kH,119,gRj8dS3A,8,It was okay.,2024-10-07T15:07:42.755967
cKyoNWKJ,99,0o9D7ECm,8,It was okay.,2024-10-07T15:07:42.755967
MinQiw0e,268,OawG6zrE,3,I loved this course!,2024-10-07T15:07:42.755967
TrjgH4fr,146,7vdbeTpn,8,I loved this course!,2024-10-07T15:07:42.755967
FqIkyPQi,297,QJBaOScC,10,I didn't like it.,2024-10-07T15:07:42.755967
KSVYODOP,19,QBGb5HUA,14,I loved this course!,2024-10-07T15:07:42.755967
rdPNS8uF,107,LdtZK6rR,13,I loved this course!,2024-10-07T15:07:42.755967
hzr0NNJB,294,3eQJZav0,20,I didn't like it.,2024-10-07T15:07:42.755967
hZFD3WTn,11,nByxDiyU,14,I didn't like it.,2024-10-07T15:07:42.755967
uzm9lkhP,200,4gineped,15,It was okay.,2024-10-07T15:07:42.755967
i8BOc60O,242,XhJtf5Ih,20,I didn't like it.,2024-10-07T15:07:42.755967
xMq25baD,297,XwROCLCz,11,I didn't like it.,2024-10-07T15:07:42.755967
K8XrpNR7,178,HlYHjJ3U,6,It was okay.,2024-10-07T15:07:42.755967
YNMLEzGn,246,JLY9VveF,5,I loved this course!,2024-10-07T15:07:42.755967
DH7RNPFQ,187,44Ia14Z7,2,I loved this course!,2024-10-07T15:07:42.756969
bwg15CnB,224,XeYOM8vp,3,I didn't like it.,2024-10-07T15:07:42.756969
RTYVgbUH,240,Dw9O3r6s,12,I didn't like it.,2024-10-07T15:07:42.756969
V0nhBb6t,151,NYuVkSxl,1,I loved this course!,2024-10-07T15:07:42.756969
cRxJ9dpB,186,3tqA3Coi,11,I didn't like it.,2024-10-07T15:07:42.756969
O81n7ojW,15,pYXTDWo7,5,I didn't like it.,2024-10-07T15:07:42.756969
AuNaDuf7,164,KW2eO9Hm,13,I loved this course!,2024-10-07T15:07:42.756969
QtjTPHt6,144,mzwNsCnF,5,It was okay.,2024-10-07T15:07:42.756969
kOiFj8u0,291,Qs4I6ehF,19,I loved this course!,2024-10-07T15:07:42.756969
OqXfayM2,44,YclSl2M7,3,I loved this course!,2024-10-07T15:07:42.756969
Xmhr2yJJ,177,M1NEpwiL,13,I didn't like it.,2024-10-07T15:07:42.756969
7gdaTaR2,127,3Eiv7bc0,16,I didn't like it.,2024-10-07T15:07:42.757507
l738jU0t,204,qeFo2SEB,19,I loved this course!,2024-10-07T15:07:42.757507
GYExrQn8,288,N7zKtUta,2,It was okay.,2024-10-07T15:07:42.757507
Xq43jPg4,252,VHz1vrbe,15,I loved this course!,2024-10-07T15:07:42.757507
41we4SlD,217,QVc7edjD,6,I didn't like it.,2024-10-07T15:07:42.757507
ezmMBezu,112,fMkNowN2,4,I loved this course!,2024-10-07T15:07:42.757507
tLDKPVA1,122,qeHPrXhl,16,I didn't like it.,2024-10-07T15:07:42.757507
HxFX1h5N,97,1s3x0Xao,16,It was okay.,2024-10-07T15:07:42.757507
4ACPQjVt,145,RovNzEMV,10,I didn't like it.,2024-10-07T15:07:42.757507
DNjxhyy0,84,umIFeq4f,18,I loved this course!,2024-10-07T15:07:42.757507
ZZRdEUII,25,oBcsNdsN,16,I didn't like it.,2024-10-07T15:07:42.757507
AwFT3tqM,107,uvkLNFAw,12,It was okay.,2024-10-07T15:07:42.757507
DMA2dFHd,202,2ZMyntor,10,I didn't like it.,2024-10-07T15:07:42.757507
AFFVK4sr,217,yAaWcyse,18,I didn't like it.,2024-10-07T15:07:42.757507
YLEVhl2m,132,sDkSeOpm,8,I loved this course!,2024-10-07T15:07:42.757507
5MYMPsoN,101,iriMqvpI,7,I loved this course!,2024-10-07T15:07:42.757507
Ed6sA2m2,47,4wZBVxKe,18,It was okay.,2024-10-07T15:07:42.757507
QD8ErYo5,127,fHviShPJ,2,It was okay.,2024-10-07T15:07:42.757507
YJ8hmqKp,31,y8Ssux4c,3,I loved this course!,2024-10-07T15:07:42.757507
iK5NAWT0,48,NfP2jB2B,13,I loved this course!,2024-10-07T15:07:42.757507
trUOZJMZ,194,URUNap3P,6,It was okay.,2024-10-07T15:07:42.757507
Mx8C0csD,27,acFsOEUf,20,I loved this course!,2024-10-07T15:07:42.757507
U11pjtmu,40,bh5LPPi6,16,I loved this course!,2024-10-07T15:07:42.757507
maz0uWn2,2,KyzvJPU3,2,I didn't like it.,2024-10-07T15:07:42.758545
94ZkWP17,173,5YxscPy9,11,It was okay.,2024-10-07T15:07:42.758545
AtYZyvx5,71,JNdEZcqc,13,I didn't like it.,2024-10-07T15:07:42.758545
jKXhqtzf,203,vRTO9NIR,6,I didn't like it.,2024-10-07T15:07:42.758545
a9MLd9Dq,103,wSkp1ObM,12,I didn't like it.,2024-10-07T15:07:42.758545
1SgXaViM,87,ahSCsGJB,18,It was okay.,2024-10-07T15:07:42.758545
YYA1mvP2,215,sxnDpYkl,7,I loved this course!,2024-10-07T15:07:42.758545
4piwVkhW,85,WMAQC0b3,1,It was okay.,2024-10-07T15:07:42.758545
BKLlFRdh,51,2c4tsyTe,16,I loved this course!,2024-10-07T15:07:42.758545
B0jhegZZ,295,CSd7FoGw,7,I didn't like it.,2024-10-07T15:07:42.758545
lO1vQlj6,215,3Ocb430y,3,It was okay.,2024-10-07T15:07:42.758545
XfGOQkm7,129,snyDCf4A,19,I loved this course!,2024-10-07T15:07:42.758545
E0HPrMcI,222,1AHgC1Bx,16,It was okay.,2024-10-07T15:07:42.758545
Nnzuwibx,10,otP7jIm1,4,It was okay.,2024-10-07T15:07:42.758545
e0cAOLuW,189,V8Ws6iAv,5,I loved this course!,2024-10-07T15:07:42.759544
NkZxipDK,205,uuWD6OUH,14,I loved this course!,2024-10-07T15:07:42.759544
EA8JYtQQ,110,gsiO1gAh,6,I loved this course!,2024-10-07T15:07:42.759544
HfMJ1Yd8,67,OEMdfkxd,5,I loved this course!,2024-10-07T15:07:42.759544
ZW3DjwDC,13,2yJrPNwJ,15,I didn't like it.,2024-10-07T15:07:42.759544
bRFOVFj8,11,Fb1vJeW2,5,I didn't like it.,2024-10-07T15:07:42.759544
0s2vL5YJ,202,02g2bsvT,19,It was okay.,2024-10-07T15:07:42.759544
VJI4QMOm,86,dSrDs2c5,14,I didn't like it.,2024-10-07T15:07:42.759544
naUNmA91,273,z6bEdHzK,6,I loved this course!,2024-10-07T15:07:42.759544
SIst2Prz,152,jpCDXrC0,7,I loved this course!,2024-10-07T15:07:42.759544
ANvKzeuV,116,lnfZWJ8u,1,I loved this course!,2024-10-07T15:07:42.759544
Mcja5PsO,6,JKra4VR8,3,It was okay.,2024-10-07T15:07:42.759544
BBDeNzXd,246,f46nbtW8,18,I didn't like it.,2024-10-07T15:07:42.759544
VX1iunJu,196,d5RFhfBA,8,I didn't like it.,2024-10-07T15:07:42.759544
Kg2cpIdI,211,8wMpgahQ,9,I loved this course!,2024-10-07T15:07:42.759544
vgfTax56,129,wfnQnvR0,12,I loved this course!,2024-10-07T15:07:42.759544
pJOEBVen,225,drmLoO6z,18,I didn't like it.,2024-10-07T15:07:42.759544
rFkFVnqL,117,0SG1CVKe,14,I loved this course!,2024-10-07T15:07:42.759544
xQsj0s2q,102,EL1Vn0to,7,I loved this course!,2024-10-07T15:07:42.759544
INwj1LsU,48,YZWkih0y,1,I didn't like it.,2024-10-07T15:07:42.760545
RwVELozS,230,7ELcqu61,15,It was okay.,2024-10-07T15:07:42.760545
HNS4Oj93,99,hwzXuJGt,5,I loved this course!,2024-10-07T15:07:42.760545
LLoY3xzY,8,6g7Rk2NU,11,I loved this course!,2024-10-07T15:07:42.760545
Jwd0X66K,166,gMI972iF,2,I loved this course!,2024-10-07T15:07:42.760545
BNpUngoK,20,2uxCuoEv,16,I didn't like it.,2024-10-07T15:07:42.760545
8EpJd33Y,220,7ajfjibn,3,I loved this course!,2024-10-07T15:07:42.760545
memJqR2t,179,EodoW0yc,20,It was okay.,2024-10-07T15:07:42.760545
8bPuRfyJ,7,P15rAqi0,7,I loved this course!,2024-10-07T15:07:42.760545
5CxV9qYe,179,7tuGw9Vo,3,I loved this course!,2024-10-07T15:07:42.760545
avAkWzyH,10,G4ZxxCVK,12,It was okay.,2024-10-07T15:07:42.760545
FoTgeKmf,94,Liuzeexj,19,It was okay.,2024-10-07T15:07:42.760545
Hb4dc6XV,153,KzeeFZ7z,1,I loved this course!,2024-10-07T15:07:42.760545
QpFJSeHy,148,QEHipbOG,2,I loved this course!,2024-10-07T15:07:42.760545
JxjTl1YZ,153,uLLZY071,12,I didn't like it.,2024-10-07T15:07:42.760545
a9tPzouM,222,mgGfqiDo,12,I loved this course!,2024-10-07T15:07:42.760545
ZG7ZluN5,297,21kGqL2I,16,I loved this course!,2024-10-07T15:07:42.760545
SwglIYSs,205,LOnojglh,9,I loved this course!,2024-10-07T15:07:42.760545
5vaEiIGy,57,mTXkWjaR,1,It was okay.,2024-10-07T15:07:42.760545
qa3XwFCT,51,A9g0VO40,7,I loved this course!,2024-10-07T15:07:42.760545
ZaqlD7GU,279,ANEWQViG,12,It was okay.,2024-10-07T15:07:42.760545
PpjnrU5B,287,d3kIOkxF,16,I didn't like it.,2024-10-07T15:07:42.760545
UbFPuGmj,120,3XrWsTwb,6,It was okay.,2024-10-07T15:07:42.760545
qOTQRjRL,219,4mp58oS4,20,I didn't like it.,2024-10-07T15:07:42.761545
4fqZ89Du,201,CMd4ejZN,12,It was okay.,2024-10-07T15:07:42.761545
hXDd5MMx,64,tTKnMDVi,8,I loved this course!,2024-10-07T15:07:42.761545
hj8IEzMC,190,cKPdvmGn,19,I didn't like it.,2024-10-07T15:07:42.761545
9bCKEe03,84,PDRJ3WLh,15,It was okay.,2024-10-07T15:07:42.761545
9moZNqUT,247,y45NcXAr,19,I didn't like it.,2024-10-07T15:07:42.761545
9pY9tbXn,185,kp7mYJQK,20,It was okay.,2024-10-07T15:07:42.761545
ptQAnjJ1,100,TDXzYoGi,19,It was okay.,2024-10-07T15:07:42.761545
FYAfod4s,143,QxvPRI3p,19,It was okay.,2024-10-07T15:07:42.761545
gSqJ4d8v,268,z4xwWP0T,19,It was okay.,2024-10-07T15:07:42.761545
jtXYc0Bx,55,sLAnwRgJ,19,I loved this course!,2024-10-07T15:07:42.761545
ABm4lZxn,220,4VN7LldY,2,It was okay.,2024-10-07T15:07:42.761545
NOVEWyly,281,F3yhm5W9,2,It was okay.,2024-10-07T15:07:42.761545
lsM81ha8,107,epYC1J43,6,I loved this course!,2024-10-07T15:07:42.761545
2ly11SxP,220,td7n0sXl,13,I didn't like it.,2024-10-07T15:07:42.761545
LGilfTpN,80,fSHhcYzE,20,I didn't like it.,2024-10-07T15:07:42.761545
ZOX9GvA7,207,J8tYRZpB,4,I loved this course!,2024-10-07T15:07:42.761545
PmsMb5NX,167,IpPdI9AE,13,I didn't like it.,2024-10-07T15:07:42.762546
ueDD8kMg,226,lBNLv4Zw,16,I loved this course!,2024-10-07T15:07:42.762546
Y1YSWPJs,236,tB66h13d,7,I loved this course!,2024-10-07T15:07:42.762546
bhr949QH,86,fnN1dRYp,3,I didn't like it.,2024-10-07T15:07:42.762546
V6f8CFRo,173,f5uYio9T,15,I loved this course!,2024-10-07T15:07:42.762546
KuXVMDdt,275,2elJLTyG,6,It was okay.,2024-10-07T15:07:42.762546
3rhwN4oK,203,hfAOxwTK,1,I loved this course!,2024-10-07T15:07:42.762546
fr1W0hMI,124,xM918zR0,7,I loved this course!,2024-10-07T15:07:42.762546
2mu0uJNd,283,WXV5HKc6,17,I didn't like it.,2024-10-07T15:07:42.762546
0zvw6bUV,290,pzFYbj6Y,12,It was okay.,2024-10-07T15:07:42.762546
n1hrZpel,248,TufmKJML,4,It was okay.,2024-10-07T15:07:42.762546
xLZDzpdX,195,vtcutzD3,2,I didn't like it.,2024-10-07T15:07:42.762546
WSOqn7vv,75,WPJivXeO,10,It was okay.,2024-10-07T15:07:42.762546
15Hu50fl,8,rg8vct5C,20,I didn't like it.,2024-10-07T15:07:42.762546
qEbpr201,242,NMw9Xnh8,15,I loved this course!,2024-10-07T15:07:42.762546
KC8AgibB,183,WTRqGTTt,12,It was okay.,2024-10-07T15:07:42.762546
bdh8Rw4l,206,FPpT9VTw,1,I didn't like it.,2024-10-07T15:07:42.762546
zShNCrwL,86,dEQZxXc9,12,I didn't like it.,2024-10-07T15:07:42.762546
A1txxmEI,166,6VJtEm9G,11,I loved this course!,2024-10-07T15:07:42.762546
eMGNpspa,129,z3A5pNhm,2,It was okay.,2024-10-07T15:07:42.763545
MKDOGvnW,284,ovWZZ0ej,17,I didn't like it.,2024-10-07T15:07:42.763545
14txrkpA,225,qOLoFPHg,12,I didn't like it.,2024-10-07T15:07:42.763545
JOqCfl6H,249,8hJ2yTJ6,2,It was okay.,2024-10-07T15:07:42.763545
KOydC3Cl,39,5azb2NRC,9,I didn't like it.,2024-10-07T15:07:42.763545
o2Vxau99,88,YmUMVNEL,6,I loved this course!,2024-10-07T15:07:42.763545
XBWpTTi2,92,CiU1wRTp,7,I loved this course!,2024-10-07T15:07:42.763545
A7cJ4CGr,158,TFuJGjsb,2,I didn't like it.,2024-10-07T15:07:42.763545
QEibjL53,188,bzSOHtA8,10,It was okay.,2024-10-07T15:07:42.763545
M20vLhZ2,18,FMpS5yg0,12,It was okay.,2024-10-07T15:07:42.763545
OcdBfNX3,280,5krTG4Ji,8,It was okay.,2024-10-07T15:07:42.763545
XTz77Lgu,267,ZiH8Auy3,4,I didn't like it.,2024-10-07T15:07:42.763545
KdVkhNq2,199,tmbEfnnm,7,I didn't like it.,2024-10-07T15:07:42.763545
cPtvKYoS,219,A38vJAWb,3,I didn't like it.,2024-10-07T15:07:42.763545
ZRAvID1q,287,nkpFDiCV,1,I didn't like it.,2024-10-07T15:07:42.763545
CnNGRtQB,84,bSId7Qop,3,It was okay.,2024-10-07T15:07:42.763545
fQeuTqai,79,G1knqOik,12,I didn't like it.,2024-10-07T15:07:42.763545
gEuuF2sG,117,GjrlK2jk,15,I loved this course!,2024-10-07T15:07:42.763545
w6Auq8VG,171,7GLuEvjH,16,I loved this course!,2024-10-07T15:07:42.764545
VUMcPtaQ,9,zNaL55Fc,19,I loved this course!,2024-10-07T15:07:42.764545
fkuJ3t4D,117,Y9DY3q35,1,I didn't like it.,2024-10-07T15:07:42.764545
QFwcttBZ,248,H4iUlRYk,5,I loved this course!,2024-10-07T15:07:42.764545
jkf219cg,228,ql7QOOC3,9,I didn't like it.,2024-10-07T15:07:42.764545
tE3tVjS0,89,RftbFf7K,15,It was okay.,2024-10-07T15:07:42.764545
MDIshSgi,59,pB8ZRDoy,12,I didn't like it.,2024-10-07T15:07:42.764545
dc9PqWtw,134,DNrTfQm4,1,It was okay.,2024-10-07T15:07:42.764545
pNIC178U,153,LXygo2qo,18,I loved this course!,2024-10-07T15:07:42.764545
LsRqYOpI,45,wuFtqiAA,16,I didn't like it.,2024-10-07T15:07:42.764545
ZEieNQAt,6,KSnyY4nw,19,I didn't like it.,2024-10-07T15:07:42.764545
8ZcwQo0s,296,zGK7LKh5,1,I didn't like it.,2024-10-07T15:07:42.764545
mOVa5suj,80,cLbRDPFl,19,I loved this course!,2024-10-07T15:07:42.764545
3nG1jmRk,25,0szqDaJJ,11,It was okay.,2024-10-07T15:07:42.764545
TUOCvmao,259,zEMC6XFO,17,It was okay.,2024-10-07T15:07:42.764545
66XsLnBW,215,P4tvrtjk,13,I didn't like it.,2024-10-07T15:07:42.764545
PNtxnydQ,52,tqyLBpV4,11,I didn't like it.,2024-10-07T15:07:42.764545
91SeX6B5,100,im55HVLV,17,I loved this course!,2024-10-07T15:07:42.764545
c6yi2aXh,116,63cA6GOf,11,I loved this course!,2024-10-07T15:07:42.764545
kReK6gqt,174,m1CPJo9w,12,I didn't like it.,2024-10-07T15:07:42.764545
CLC2pObL,140,q7KghUXr,1,I didn't like it.,2024-10-07T15:07:42.764545
abniPLJB,243,r4bPja89,1,It was okay.,2024-10-07T15:07:42.765546
5ch56loh,268,IRrIlSGW,17,I loved this course!,2024-10-07T15:07:42.765546
O3cJi0M4,284,OjFNiogS,1,I loved this course!,2024-10-07T15:07:42.765546
trRHf344,222,qAijYi0G,17,It was okay.,2024-10-07T15:07:42.765546
3GIxkhgG,73,m73ltyl3,5,I loved this course!,2024-10-07T15:07:42.765546
ce1pIaKu,197,brPfiKg6,19,I didn't like it.,2024-10-07T15:07:42.765546
ok2kVlEE,254,15pgg9sN,2,I didn't like it.,2024-10-07T15:07:42.765546
J1aWErtt,152,us5evNCg,13,I loved this course!,2024-10-07T15:07:42.765546
2S6wGiqv,93,6FCeuZMM,7,I didn't like it.,2024-10-07T15:07:42.765546
Rm7pcVo3,260,B20TJEQk,9,It was okay.,2024-10-07T15:07:42.765546
uIWQfd9M,146,GEvmHEU2,19,I didn't like it.,2024-10-07T15:07:42.765546
nbeelsIB,211,Y0lloaoL,3,It was okay.,2024-10-07T15:07:42.765546
JJbRtR9j,205,jtyguiq4,20,It was okay.,2024-10-07T15:07:42.765546
CQq4Pavm,66,Fe6U4XWP,9,I didn't like it.,2024-10-07T15:07:42.765546
FIUGiuop,57,JdJTgm5C,5,I didn't like it.,2024-10-07T15:07:42.765546
uHtwg5Qj,221,aqN4iPLj,5,It was okay.,2024-10-07T15:07:42.765546
mWxOJzOR,271,S5TVcChR,5,It was okay.,2024-10-07T15:07:42.765546
TDVxiO5Y,155,Jr1BS9Js,15,I loved this course!,2024-10-07T15:07:42.765546
DOMA27VM,237,pLXiXuDT,8,I didn't like it.,2024-10-07T15:07:42.765546
2FfkH4xp,149,1BIP93xA,4,I loved this course!,2024-10-07T15:07:42.765546
ddXhbuji,225,sF3lxWGJ,13,I loved this course!,2024-10-07T15:07:42.765546
grbR1vRd,149,9KWOmKxo,3,I loved this course!,2024-10-07T15:07:42.766545
uaAFx7XG,166,GCrkSt9H,19,I didn't like it.,2024-10-07T15:07:42.766545
01kLhi9I,57,m4IekIgk,18,It was okay.,2024-10-07T15:07:42.766545
K06OJOHN,48,ZlBsWfpc,14,It was okay.,2024-10-07T15:07:42.766545
VKz6282m,117,bqAfTuk8,10,I didn't like it.,2024-10-07T15:07:42.766545
asurXvvs,154,j747RjBP,2,I didn't like it.,2024-10-07T15:07:42.766545
x22xhr14,218,O9QZlhQW,7,It was okay.,2024-10-07T15:07:42.766545
DicNDAF2,30,BHNJMGQo,7,It was okay.,2024-10-07T15:07:42.766545
BFIZaZpT,293,0w7JjJ6Y,12,It was okay.,2024-10-07T15:07:42.766545
MVjnyqZu,110,Gaq2cwQ4,5,It was okay.,2024-10-07T15:07:42.766545
Mm6fNURc,292,nyrq84c0,6,It was okay.,2024-10-07T15:07:42.766545
8MW6jb7O,10,AokAKROe,18,I loved this course!,2024-10-07T15:07:42.766545
eu3pV4si,208,ujxOgJmB,19,It was okay.,2024-10-07T15:07:42.766545
3TfwIgWU,147,NpJhRwYB,10,I loved this course!,2024-10-07T15:07:42.766545
Nmu1FUKB,293,sfwKCyD8,10,I loved this course!,2024-10-07T15:07:42.766545
9nWnHT40,29,pDEVVwF5,9,I didn't like it.,2024-10-07T15:07:42.766545
Oo7JNJvI,97,Dv3qnxo2,17,I didn't like it.,2024-10-07T15:07:42.766545
v7TIzdwn,263,wPCQDHAe,18,It was okay.,2024-10-07T15:07:42.766545
hiWX8aRg,177,NNyTYWrG,14,I loved this course!,2024-10-07T15:07:42.767545
0F0k0SgW,208,ifQ63gv9,11,I didn't like it.,2024-10-07T15:07:42.767545
vRVPSPDw,281,Ght5f6uH,17,I loved this course!,2024-10-07T15:07:42.767545
BiAJx039,271,X7Ovc4yf,1,I didn't like it.,2024-10-07T15:07:42.767545
CfjoSrPU,283,kCgRQXwW,10,I loved this course!,2024-10-07T15:07:42.767545
yAP2xBnp,70,E7SoZ8Wd,2,I didn't like it.,2024-10-07T15:07:42.767545
nR6BYzUP,88,u3fL4vtH,1,I loved this course!,2024-10-07T15:07:42.767545
lJLlQfjj,84,TY4BvieK,5,I didn't like it.,2024-10-07T15:07:42.767545
k1IjaJ2i,241,7ROXyOWe,13,I didn't like it.,2024-10-07T15:07:42.767545
iIesHzMy,23,PZki9Qe8,16,I didn't like it.,2024-10-07T15:07:42.767545
oEWpRv3a,263,7Coz36eX,19,It was okay.,2024-10-07T15:07:42.767545
mb38Yedb,290,5HcDkIT9,14,I loved this course!,2024-10-07T15:07:42.767545
YPXI2OdH,229,1wZ9dQDx,9,I loved this course!,2024-10-07T15:07:42.767545
RDy2C8ad,278,TDPDi9NZ,2,I loved this course!,2024-10-07T15:07:42.767545
la4ZQi0w,138,2aWrtB4L,18,I loved this course!,2024-10-07T15:07:42.767545
ovyFWfQX,247,45Rph7Sa,20,I didn't like it.,2024-10-07T15:07:42.767545
4ZjtkvlE,243,Bmbc06N8,5,I loved this course!,2024-10-07T15:07:42.767545
qvXahA7u,150,HY9UQ4tP,20,It was okay.,2024-10-07T15:07:42.767545
uHDMzQm8,72,gqGMkurG,11,I didn't like it.,2024-10-07T15:07:42.767545
GiuQ95Aa,118,StZRokW2,4,It was okay.,2024-10-07T15:07:42.767545
8R6zAYyu,281,Zbym13B3,11,I loved this course!,2024-10-07T15:07:42.767545
aYTmQiME,52,Wwgoo8ru,10,It was okay.,2024-10-07T15:07:42.767545
zfHGC0CN,291,ZGCGuovv,13,I loved this course!,2024-10-07T15:07:42.767545
5Lfv34Mo,45,sE9V1CvY,10,It was okay.,2024-10-07T15:07:42.768545
IrVGNgpD,175,BGjzhkP2,6,It was okay.,2024-10-07T15:07:42.768545
ZoZcaDMw,28,pogza1BA,14,It was okay.,2024-10-07T15:07:42.768545
S96y7HML,180,9GwF0qKO,2,It was okay.,2024-10-07T15:07:42.768545
rlMRmYVc,156,ooobUWIo,2,I didn't like it.,2024-10-07T15:07:42.768545
Uo3WwLXD,213,EHMrXnAZ,20,I loved this course!,2024-10-07T15:07:42.768545
lwpovG1A,147,vGkatize,19,I didn't like it.,2024-10-07T15:07:42.768545
eheZCRxd,299,cwSSX6el,11,I loved this course!,2024-10-07T15:07:42.768545
ogy2qVBo,9,h17xEuA3,7,I didn't like it.,2024-10-07T15:07:42.768545
m7akBiFS,211,gNVJVXNd,7,I didn't like it.,2024-10-07T15:07:42.768545
M57dDjRo,38,FTCPaba2,9,I loved this course!,2024-10-07T15:07:42.768545
fNHqwNnY,255,0DF5G4ek,8,I didn't like it.,2024-10-07T15:07:42.768545
KQVTbE7p,257,EMjl4QxN,12,It was okay.,2024-10-07T15:07:42.768545
Pamsoe2L,234,fHZmWQDF,12,I loved this course!,2024-10-07T15:07:42.768545
8abUpNBJ,267,vSBhF7D3,2,It was okay.,2024-10-07T15:07:42.768545
VZWw6sA9,269,S1xThUAU,13,I didn't like it.,2024-10-07T15:07:42.768545
2UG3mJfl,83,MbNPau97,17,I loved this course!,2024-10-07T15:07:42.768545
D5KyMO1c,8,bCFR4QWC,15,I didn't like it.,2024-10-07T15:07:42.768545
uMrZRdtu,197,K8QZUUYn,18,I loved this course!,2024-10-07T15:07:42.768545
jQRWo0ef,124,1MHb5uUa,6,I loved this course!,2024-10-07T15:07:42.769545
pcGBIaQb,259,a8OoVMs8,11,I loved this course!,2024-10-07T15:07:42.769545
cBF7G32i,188,MKdbqTTN,14,I didn't like it.,2024-10-07T15:07:42.769545
6HiasGvh,58,aXp7RJxR,4,I didn't like it.,2024-10-07T15:07:42.769545
mgPg4qvi,55,24UbRfd3,17,It was okay.,2024-10-07T15:07:42.769545
vCkeUfzQ,156,84vnlmJL,4,It was okay.,2024-10-07T15:07:42.769545
zcczqvj9,212,7pnYoDiT,11,I loved this course!,2024-10-07T15:07:42.769545
tt0pEIl4,268,ZDjb9s9E,2,I loved this course!,2024-10-07T15:07:42.769545
SaSI4PHq,182,yfPN1tYH,11,It was okay.,2024-10-07T15:07:42.769545
oesy7kfP,166,0KDKA4FM,5,I didn't like it.,2024-10-07T15:07:42.769545
8Z8Qmdip,73,z40v8RxA,18,I loved this course!,2024-10-07T15:07:42.769545
74ASy234,64,LzKcp6pB,5,I didn't like it.,2024-10-07T15:07:42.769545
p9DaM42G,283,gChYxT2S,9,I loved this course!,2024-10-07T15:07:42.769545
KUc7ih0Y,108,Wu2G3ahO,4,It was okay.,2024-10-07T15:07:42.769545
IYEe6N0C,198,RMWVJyRh,12,I didn't like it.,2024-10-07T15:07:42.769545
3zUuucuU,8,TNzAS1nQ,5,It was okay.,2024-10-07T15:07:42.770545
fILlfr5J,109,GaOUIjJN,8,I loved this course!,2024-10-07T15:07:42.770545
BHf9E7eQ,30,iv4qV7sa,20,It was okay.,2024-10-07T15:07:42.770545
j71iQbjb,291,hLwBjRBP,5,I didn't like it.,2024-10-07T15:07:42.770545
axCPyWJD,142,hgzQXAye,1,It was okay.,2024-10-07T15:07:42.770545
D1WCic1A,126,fmSG8n3T,11,It was okay.,2024-10-07T15:07:42.770545
6a8CHtKc,255,EY8pjslv,17,It was okay.,2024-10-07T15:07:42.770545
