enrollmentId,userId,courseId,enrolledAt,progress,completed,totalCount,completedCount,isQuizTaken,isParticipated,isFeedback
MKdbqTTN,188,14,2024-10-07T15:07:42.769545,8,False,15,0,True,True,False
wcjdw77j,92,15,2024-10-07T15:07:42.769545,34,False,20,5,False,False,True
ehG8D9Gu,122,14,2024-10-07T15:07:42.769545,64,False,18,12,False,False,False
zOGQ6lOW,300,19,2024-10-07T15:07:42.769545,19,False,13,4,True,False,True
aXp7RJxR,58,4,2024-10-07T15:07:42.769545,55,False,9,2,False,True,False
Fs4RTbfH,66,18,2024-10-07T15:07:42.769545,53,False,6,4,True,False,True
ThVijHLG,55,12,2024-10-07T15:07:42.769545,25,False,5,2,True,False,True
24UbRfd3,55,17,2024-10-07T15:07:42.769545,100,True,11,11,False,True,True
HF0sQjtm,243,9,2024-10-07T15:07:42.769545,81,False,12,7,False,False,True
84vnlmJL,156,4,2024-10-07T15:07:42.769545,31,False,18,12,True,True,False
7pnYoDiT,212,11,2024-10-07T15:07:42.769545,74,False,20,16,True,True,True
ZDjb9s9E,268,2,2024-10-07T15:07:42.769545,30,False,5,4,False,True,False
MOnQkQXJ,27,16,2024-10-07T15:07:42.769545,99,False,17,12,True,False,True
hKqDPyX0,21,19,2024-10-07T15:07:42.769545,47,False,9,7,True,False,False
yfPN1tYH,182,11,2024-10-07T15:07:42.769545,20,False,10,4,False,True,False
0KDKA4FM,166,5,2024-10-07T15:07:42.769545,57,False,18,3,False,True,True
Z4XCoGa2,41,4,2024-10-07T15:07:42.769545,60,False,6,0,False,False,True
p9F7BLTI,92,5,2024-10-07T15:07:42.769545,64,False,20,13,False,False,True
wvO0EFcw,209,1,2024-10-07T15:07:42.769545,57,False,10,3,True,False,False
LIfAXiNL,238,11,2024-10-07T15:07:42.769545,24,False,11,0,False,False,True
pL7ICkZi,293,9,2024-10-07T15:07:42.769545,7,False,20,2,False,False,False
sQG5ZZlT,28,11,2024-10-07T15:07:42.769545,86,False,8,6,False,False,True
8A39bnqH,177,3,2024-10-07T15:07:42.769545,71,False,18,10,True,False,False
thX9Xwji,177,11,2024-10-07T15:07:42.769545,88,False,18,9,True,False,False
z40v8RxA,73,18,2024-10-07T15:07:42.769545,86,False,10,4,False,True,False
LzKcp6pB,64,5,2024-10-07T15:07:42.769545,50,False,7,0,True,True,True
TTkaCL53,150,1,2024-10-07T15:07:42.769545,8,False,16,2,True,False,False
colVkN00,35,3,2024-10-07T15:07:42.769545,82,False,16,13,True,False,False
qN8TOFX0,202,5,2024-10-07T15:07:42.769545,76,False,11,1,True,False,False
gChYxT2S,283,9,2024-10-07T15:07:42.769545,15,False,15,9,False,True,True
CK8Ei2cZ,269,19,2024-10-07T15:07:42.769545,9,False,18,5,True,False,False
0pQpkd1Y,257,5,2024-10-07T15:07:42.769545,30,False,7,2,True,False,True
GBzdTbcK,205,4,2024-10-07T15:07:42.769545,67,False,16,12,False,False,False
VN2XADPn,260,3,2024-10-07T15:07:42.769545,0,False,17,10,True,False,True
Wu2G3ahO,108,4,2024-10-07T15:07:42.769545,53,False,7,5,True,True,False
RMWVJyRh,198,12,2024-10-07T15:07:42.769545,68,False,16,8,True,True,True
mlNxzwkO,112,20,2024-10-07T15:07:42.769545,60,False,13,2,True,False,False
TNzAS1nQ,8,5,2024-10-07T15:07:42.770545,36,False,13,0,False,True,True
GaOUIjJN,109,8,2024-10-07T15:07:42.770545,85,False,20,14,True,True,True
cYb1VRQb,293,4,2024-10-07T15:07:42.770545,20,False,20,16,True,False,True
DMBaJxrk,188,4,2024-10-07T15:07:42.770545,88,False,15,7,False,False,True
BLDrAx6y,116,6,2024-10-07T15:07:42.770545,0,False,19,17,True,False,False
iv4qV7sa,30,20,2024-10-07T15:07:42.770545,28,False,17,6,True,True,False
hLwBjRBP,291,5,2024-10-07T15:07:42.770545,22,False,14,5,True,True,True
hgzQXAye,142,1,2024-10-07T15:07:42.770545,98,False,9,6,False,True,True
fmSG8n3T,126,11,2024-10-07T15:07:42.770545,66,False,19,5,True,True,True
fP7fj8ig,149,5,2024-10-07T15:07:42.770545,63,False,6,3,False,False,True
EY8pjslv,255,17,2024-10-07T15:07:42.770545,36,False,13,4,True,True,True
RzOngYg3,82,10,2024-10-07T15:07:42.770545,57,False,20,5,True,False,False
F47enDbP,87,8,2024-10-07T15:07:42.770545,80,False,11,3,False,True,True
XqwWSSKn,73,12,2024-10-07T15:07:42.770545,88,False,13,8,True,True,False
LwSrvSso,6,16,2024-10-07T15:07:42.770545,87,False,9,5,False,True,False
39pTaN6L,166,13,2024-10-07T15:07:42.770545,5,False,9,4,False,False,False
RTaJentV,13,9,2024-10-07T15:07:42.770545,73,False,19,11,True,True,False
3UACgkjT,19,7,2024-10-07T15:07:42.770545,49,False,17,8,True,True,False
bN8cmVq1,11,4,2024-10-07T15:07:42.770545,10,False,7,4,False,False,False
HTwAinXo,280,3,2024-10-07T15:07:42.770545,25,False,9,6,False,False,True
PZ51zwAf,278,9,2024-10-07T15:07:42.770545,49,False,13,3,True,False,True
KNRl85RJ,85,12,2024-10-07T15:07:42.770545,50,False,12,8,False,False,True
2Z1GesFl,207,9,2024-10-07T15:07:42.770545,0,False,5,0,True,True,True
HvwiJTPY,35,2,2024-10-07T15:07:42.770545,42,False,20,10,False,True,True
hQG44Whe,238,16,2024-10-07T15:07:42.770545,31,False,5,0,True,False,True
PZoxoYPG,282,13,2024-10-07T15:07:42.770545,44,False,13,12,False,True,False
6xacZ4L4,212,14,2024-10-07T15:07:42.770545,66,False,15,11,True,True,True
DMkkLBI3,263,9,2024-10-07T15:07:42.770545,52,False,16,3,False,False,True
1YkoG02K,114,6,2024-10-07T15:07:42.770545,36,False,16,12,False,True,False
tUyZs7Wk,298,14,2024-10-07T15:07:42.770545,39,False,20,15,False,True,False
3Uk71vq6,119,2,2024-10-07T15:07:42.770545,40,False,12,1,True,True,False
nSoftd3b,125,19,2024-10-07T15:07:42.770545,75,False,13,10,False,False,False
LgQxMc5p,122,1,2024-10-07T15:07:42.770545,83,False,19,12,True,True,False
K04RQhCR,251,15,2024-10-07T15:07:42.770545,80,False,10,2,True,False,False
ClBq6bxP,265,1,2024-10-07T15:07:42.770545,59,False,20,8,True,False,True
ShIHcyiU,119,20,2024-10-07T15:07:42.770545,88,False,18,0,False,True,True
lmBje3mg,154,20,2024-10-07T15:07:42.770545,61,False,15,5,True,True,False
yHtzDcGs,290,7,2024-10-07T15:07:42.771546,86,False,13,0,False,True,False
iU68qDaA,73,2,2024-10-07T15:07:42.771546,57,False,14,7,True,False,False
UPUWCYoH,65,18,2024-10-07T15:07:42.771546,39,False,12,4,True,False,False
K0YMABZB,260,5,2024-10-07T15:07:42.771546,18,False,13,1,True,True,False
qidHdV0x,15,4,2024-10-07T15:07:42.771546,56,False,18,10,True,True,True
aV8Hc78C,91,15,2024-10-07T15:07:42.771546,63,False,7,0,True,False,True
5BHvJlqr,130,5,2024-10-07T15:07:42.771546,54,False,13,0,False,True,True
IIPiK4MV,231,4,2024-10-07T15:07:42.771546,8,False,17,0,True,True,False
fN1OwkfY,146,17,2024-10-07T15:07:42.771546,6,False,20,3,True,False,True
cRODj4VJ,153,2,2024-10-07T15:07:42.771546,12,False,17,14,True,True,True
f2SrjeDF,241,17,2024-10-07T15:07:42.771546,4,False,15,8,True,False,True
CMk967cZ,153,15,2024-10-07T15:07:42.771546,70,False,6,5,False,True,True
wYE3vTTD,21,12,2024-10-07T15:07:42.771546,39,False,12,9,True,True,False
blo5tqQp,227,15,2024-10-07T15:07:42.771546,59,False,20,17,False,False,True
7KplkCjW,236,3,2024-10-07T15:07:42.771546,34,False,12,1,False,True,True
D7brxVJp,265,2,2024-10-07T15:07:42.771546,88,False,15,5,False,True,False
A2aCtL7H,10,1,2024-10-07T15:07:42.771546,32,False,8,1,True,True,True
iqjndUQP,82,12,2024-10-07T15:07:42.771546,99,False,9,2,False,True,False
CZPaodff,35,5,2024-10-07T15:07:42.771546,39,False,19,12,False,True,False
vMBnCZ8z,198,2,2024-10-07T15:07:42.771546,46,False,7,5,True,False,False
Wognx7Wn,79,7,2024-10-07T15:07:42.771546,70,False,18,0,False,False,True
F3KdDXy7,160,20,2024-10-07T15:07:42.771546,80,False,7,0,False,True,False
DmHm645W,117,5,2024-10-07T15:07:42.771546,25,False,18,3,False,False,False
uthoBa6S,225,5,2024-10-07T15:07:42.771546,11,False,15,10,True,True,False
TtVeI6LF,194,9,2024-10-07T15:07:42.771546,83,False,15,5,False,False,True
AhlnsWsd,243,8,2024-10-07T15:07:42.771546,22,False,15,6,True,False,False
QVpMebdu,149,8,2024-10-07T15:07:42.771546,58,False,12,7,True,False,False
araAdVYm,168,10,2024-10-07T15:07:42.771546,74,False,13,7,False,False,False
DiQ0VQ2G,74,11,2024-10-07T15:07:42.771546,69,False,12,3,False,False,True
Mau97okW,164,4,2024-10-07T15:07:42.771546,12,False,19,9,False,True,False
3UGEcgpu,120,14,2024-10-07T15:07:42.771546,1,False,18,3,True,True,True
FcJxrQ5g,185,15,2024-10-07T15:07:42.771546,25,False,13,0,False,True,True
emuNmuEa,114,2,2024-10-07T15:07:42.771546,1,False,15,8,False,False,False
C3vEiBKh,140,7,2024-10-07T15:07:42.771546,97,False,9,8,True,False,True
IKSQ56Ck,198,13,2024-10-07T15:07:42.771546,49,False,16,0,True,False,False
QZDLENq3,229,20,2024-10-07T15:07:42.771546,33,False,12,9,False,False,False
dbD0XSu7,55,20,2024-10-07T15:07:42.771546,79,False,12,0,False,False,False
5yq9JaCX,161,16,2024-10-07T15:07:42.771546,49,False,9,2,False,True,False
yrS6nAx0,77,6,2024-10-07T15:07:42.771546,32,False,11,1,True,True,False
fQSaXer0,174,6,2024-10-07T15:07:42.771546,35,False,6,0,True,True,True
1PhDOUXD,98,11,2024-10-07T15:07:42.771546,67,False,7,3,False,False,False
HZ8g3hqz,159,15,2024-10-07T15:07:42.772545,41,False,9,6,False,False,False
d7aFbQQl,37,16,2024-10-07T15:07:42.772545,87,False,16,13,True,True,True
CDq0bWmZ,128,16,2024-10-07T15:07:42.772545,94,False,7,4,True,True,False
xCy6zswO,112,2,2024-10-07T15:07:42.772545,85,False,11,0,True,False,False
lKwncdl4,118,5,2024-10-07T15:07:42.772545,62,False,7,4,True,False,False
bvZu7TkP,292,19,2024-10-07T15:07:42.772545,71,False,8,2,True,True,True
pZTtTUH8,284,14,2024-10-07T15:07:42.772545,18,False,18,4,False,True,False
J4khyojt,13,5,2024-10-07T15:07:42.772545,14,False,17,7,True,False,False
Y48nLOHO,76,8,2024-10-07T15:07:42.772545,95,False,14,8,True,False,True
gcOYuaQy,71,6,2024-10-07T15:07:42.772545,22,False,11,3,True,False,False
9MP8ymTY,214,10,2024-10-07T15:07:42.772545,90,False,6,1,False,False,False
S6lUpoKR,180,6,2024-10-07T15:07:42.772545,44,False,5,0,False,True,True
QeaDy7kn,225,7,2024-10-07T15:07:42.772545,83,False,11,6,True,False,True
fVHfhoLM,209,15,2024-10-07T15:07:42.772545,8,False,8,7,False,True,False
vtD8IXL1,133,5,2024-10-07T15:07:42.772545,47,False,14,0,False,True,False
pSkNV3oO,283,11,2024-10-07T15:07:42.772545,49,False,9,3,True,False,False
Hd8nFksy,162,12,2024-10-07T15:07:42.772545,57,False,17,16,True,False,True
VMa5Z6MR,171,17,2024-10-07T15:07:42.772545,60,False,18,9,False,False,False
cA3h0shy,21,1,2024-10-07T15:07:42.772545,1,False,11,4,True,True,False
COhfXwGi,278,8,2024-10-07T15:07:42.772545,76,False,19,13,True,True,True
LbyEfenG,168,14,2024-10-07T15:07:42.772545,100,True,16,16,True,False,True
J9bBKM53,112,1,2024-10-07T15:07:42.772545,29,False,8,2,False,False,True
eMWTiRT8,129,10,2024-10-07T15:07:42.772545,16,False,15,1,False,False,True
9fw5D6rq,79,1,2024-10-07T15:07:42.772545,65,False,18,9,True,False,True
HwotHS24,11,18,2024-10-07T15:07:42.772545,57,False,9,6,True,True,False
PixhViWj,9,1,2024-10-07T15:07:42.772545,65,False,14,3,True,True,False
g1FD0oZm,177,1,2024-10-07T15:07:42.772545,37,False,5,1,False,False,False
5F6WGCZy,68,5,2024-10-07T15:07:42.772545,75,False,9,3,True,False,True
bjTon9V3,141,12,2024-10-07T15:07:42.772545,1,False,16,3,False,True,False
oRg6v4gx,89,9,2024-10-07T15:07:42.772545,61,False,8,1,False,True,True
vmH6IGY2,267,8,2024-10-07T15:07:42.772545,88,False,5,0,True,False,False
x0T1tnrz,220,12,2024-10-07T15:07:42.772545,38,False,16,2,False,False,True
ZFHAg9ep,109,9,2024-10-07T15:07:42.772545,4,False,5,0,False,True,True
Gemcikzk,300,11,2024-10-07T15:07:42.772545,28,False,12,3,False,True,True
jKKYe78a,40,1,2024-10-07T15:07:42.772545,63,False,5,2,False,False,False
oUiQyprf,157,15,2024-10-07T15:07:42.772545,14,False,11,10,False,True,True
R1Yg46rf,150,9,2024-10-07T15:07:42.772545,16,False,5,0,False,True,False
nWCcrRJf,219,14,2024-10-07T15:07:42.772545,67,False,10,3,True,False,True
j1KKkyey,249,8,2024-10-07T15:07:42.772545,30,False,14,0,True,False,False
EWOuR6v2,242,2,2024-10-07T15:07:42.773544,28,False,19,6,True,False,False
Gyjuicno,241,8,2024-10-07T15:07:42.773544,70,False,15,1,True,True,True
6lmkAE8B,289,5,2024-10-07T15:07:42.773544,26,False,9,5,False,False,True
Weakyj32,100,16,2024-10-07T15:07:42.773544,58,False,14,10,True,False,False
91DfxyEp,263,5,2024-10-07T15:07:42.773544,81,False,16,8,False,False,True
usMcZhdX,157,20,2024-10-07T15:07:42.773544,48,False,15,11,True,True,False
ZGWDqzLT,251,11,2024-10-07T15:07:42.773544,84,False,7,6,False,False,False
JspvWCur,231,7,2024-10-07T15:07:42.773544,58,False,15,1,False,True,True
8GYfdkVx,179,18,2024-10-07T15:07:42.773544,34,False,12,9,False,True,False
3ZTCQefB,26,12,2024-10-07T15:07:42.773544,28,False,6,4,False,False,True
53PYuM9M,241,18,2024-10-07T15:07:42.773544,63,False,15,5,True,False,True
y1GbALaq,32,14,2024-10-07T15:07:42.773544,86,False,16,11,True,False,False
tbKf6Jty,133,9,2024-10-07T15:07:42.773544,80,False,14,2,False,True,False
sde4Gnzi,16,7,2024-10-07T15:07:42.773544,1,False,6,4,False,False,True
VCNoLdS0,66,20,2024-10-07T15:07:42.773544,97,False,12,8,False,False,True
OOi5zjlV,157,9,2024-10-07T15:07:42.773544,37,False,19,17,True,False,True
ioDGmi8e,83,16,2024-10-07T15:07:42.773544,73,False,8,3,True,False,True
Kajuobyn,289,14,2024-10-07T15:07:42.773544,81,False,19,7,True,True,True
uF4iFk2f,96,4,2024-10-07T15:07:42.773544,36,False,13,11,False,True,False
yVJCibCy,23,18,2024-10-07T15:07:42.773544,79,False,10,0,False,True,True
rsSqCLtG,203,17,2024-10-07T15:07:42.773544,82,False,10,1,True,False,True
FvgGLUlL,187,7,2024-10-07T15:07:42.773544,6,False,9,7,True,False,True
GBQd4FTr,26,15,2024-10-07T15:07:42.773544,58,False,14,8,False,False,False
ZMXP3XF7,252,2,2024-10-07T15:07:42.773544,69,False,19,7,True,True,True
LtKZ6pSy,291,2,2024-10-07T15:07:42.773544,88,False,6,3,False,True,False
756aDOlR,145,2,2024-10-07T15:07:42.773544,89,False,11,4,False,False,True
Kg1GQxIn,145,8,2024-10-07T15:07:42.773544,56,False,15,1,False,True,False
k7yqtl3R,164,11,2024-10-07T15:07:42.773544,39,False,12,3,True,True,False
AF4bAE5I,113,8,2024-10-07T15:07:42.773544,10,False,18,3,False,False,True
l7mFGVZP,127,9,2024-10-07T15:07:42.773544,96,False,12,2,True,True,False
q7q8zgt5,190,11,2024-10-07T15:07:42.773544,26,False,16,10,False,False,False
Jx5iNec1,124,14,2024-10-07T15:07:42.773544,39,False,14,7,False,False,True
jkkjUfLJ,78,14,2024-10-07T15:07:42.773544,36,False,6,1,True,False,False
WvsYrBnz,183,13,2024-10-07T15:07:42.773544,50,False,6,1,True,False,True
FLanaPDb,147,14,2024-10-07T15:07:42.773544,56,False,18,17,True,True,True
x8nd46yT,29,17,2024-10-07T15:07:42.773544,42,False,17,7,False,True,False
QT47vjr7,291,20,2024-10-07T15:07:42.773544,16,False,5,0,False,True,True
0GrwHkbW,175,12,2024-10-07T15:07:42.773544,17,False,11,9,True,False,False
An4MPebT,86,9,2024-10-07T15:07:42.773544,90,False,17,14,True,True,True
VXoVs7Dq,184,18,2024-10-07T15:07:42.774550,100,True,5,5,True,True,False
T9MXinjH,40,4,2024-10-07T15:07:42.774550,17,False,20,12,False,False,True
CRlQaIxg,205,15,2024-10-07T15:07:42.774550,96,False,12,9,True,False,False
bAbgHj6O,103,16,2024-10-07T15:07:42.774550,17,False,18,3,True,True,True
cWj77roL,76,10,2024-10-07T15:07:42.774550,79,False,10,5,False,True,False
X8IeEfr4,183,7,2024-10-07T15:07:42.774550,76,False,5,4,False,True,True
6EnAQ5JR,119,17,2024-10-07T15:07:42.774550,100,True,19,19,False,True,False
0xaVIxPZ,228,19,2024-10-07T15:07:42.774550,24,False,5,2,True,False,True
gQrIfltE,32,16,2024-10-07T15:07:42.774550,78,False,19,6,True,True,False
XEhVu72u,213,8,2024-10-07T15:07:42.774550,24,False,14,1,True,False,False
EaSvt5UT,25,4,2024-10-07T15:07:42.774550,82,False,17,15,True,False,True
A9j59yH9,150,5,2024-10-07T15:07:42.774550,91,False,15,7,True,False,False
aHBWSbWO,8,13,2024-10-07T15:07:42.774550,96,False,10,0,True,True,False
ZC2l10tF,232,14,2024-10-07T15:07:42.774550,83,False,18,15,True,False,False
Vl5ISuEj,97,7,2024-10-07T15:07:42.774550,5,False,18,16,False,False,False
RrykodpD,168,3,2024-10-07T15:07:42.774550,73,False,20,13,True,False,False
1OKKL4DJ,237,5,2024-10-07T15:07:42.774550,34,False,20,14,False,True,False
pjeb5Mza,22,20,2024-10-07T15:07:42.774550,86,False,9,2,False,True,True
LLjJltj4,273,7,2024-10-07T15:07:42.774550,77,False,12,1,True,False,False
zAL7ZLrf,40,19,2024-10-07T15:07:42.774550,46,False,15,6,False,False,False
i0aegcLd,90,7,2024-10-07T15:07:42.774550,24,False,17,1,False,False,False
Sb79GbU4,128,6,2024-10-07T15:07:42.774550,86,False,12,6,True,False,True
y4glud2h,235,3,2024-10-07T15:07:42.774550,46,False,12,8,False,True,False
rZwlcp40,137,20,2024-10-07T15:07:42.774550,4,False,10,7,True,True,True
aXGz08P6,265,14,2024-10-07T15:07:42.774550,71,False,6,2,True,True,False
d2WMUcEu,273,15,2024-10-07T15:07:42.774550,40,False,11,8,True,True,False
BHVGrBpo,229,8,2024-10-07T15:07:42.774550,57,False,7,6,False,True,False
Fm1hbvHq,75,13,2024-10-07T15:07:42.774550,11,False,6,0,True,True,False
b0t2khTt,157,14,2024-10-07T15:07:42.774550,79,False,10,5,True,False,True
ggUqOaKf,143,8,2024-10-07T15:07:42.774550,69,False,9,2,True,True,False
Z8NisgFV,207,10,2024-10-07T15:07:42.774550,73,False,15,9,True,False,False
TQZSUOqP,288,9,2024-10-07T15:07:42.774550,22,False,9,4,False,True,False
S0H7Y0Oz,94,10,2024-10-07T15:07:42.774550,91,False,11,7,True,True,True
KfzPPGFc,137,2,2024-10-07T15:07:42.774550,90,False,15,0,False,False,True
CS21vnmT,20,18,2024-10-07T15:07:42.774550,9,False,16,6,True,False,False
08ediptl,257,13,2024-10-07T15:07:42.774550,35,False,16,2,True,False,True
SajWe44p,211,19,2024-10-07T15:07:42.774550,26,False,5,0,False,True,True
h1KBPeRn,77,19,2024-10-07T15:07:42.774550,7,False,17,11,True,True,False
2aAxQTcX,100,5,2024-10-07T15:07:42.774550,58,False,18,0,False,False,True
5xjC7VjQ,281,4,2024-10-07T15:07:42.775545,34,False,13,9,False,False,True
0SvtjB7p,96,14,2024-10-07T15:07:42.775545,94,False,19,9,False,False,False
38chpXj9,12,15,2024-10-07T15:07:42.775545,66,False,6,0,True,True,False
f9AWWmsN,180,12,2024-10-07T15:07:42.775545,32,False,8,7,True,False,True
zWSlGEs9,75,14,2024-10-07T15:07:42.775545,18,False,5,1,True,True,False
EQsAg6aR,266,9,2024-10-07T15:07:42.775545,54,False,19,18,False,False,False
Bc0cPig0,135,1,2024-10-07T15:07:42.775545,31,False,8,2,True,True,True
93ReeIKQ,199,18,2024-10-07T15:07:42.775545,63,False,6,2,True,True,False
nmizCeuP,292,10,2024-10-07T15:07:42.775545,4,False,8,0,False,False,True
RPUcWhqj,152,16,2024-10-07T15:07:42.775545,81,False,10,1,False,False,False
eFl6hvqv,132,13,2024-10-07T15:07:42.775545,99,False,17,16,True,True,False
goNAbK28,196,6,2024-10-07T15:07:42.775545,88,False,13,2,False,False,False
x0721TLW,41,17,2024-10-07T15:07:42.775545,88,False,7,1,False,True,True
mRNWv1mR,39,7,2024-10-07T15:07:42.775545,3,False,20,5,False,True,True
rVb9z8XM,193,19,2024-10-07T15:07:42.775545,68,False,11,9,False,False,False
gCsn8G8v,3,2,2024-10-07T15:07:42.775545,13,False,19,17,False,False,False
zF4nNZH5,37,7,2024-10-07T15:07:42.775545,89,False,19,15,True,False,True
MAE7ynVg,131,3,2024-10-07T15:07:42.775545,62,False,15,5,True,True,True
DFQ71yIW,149,11,2024-10-07T15:07:42.775545,74,False,5,4,False,True,False
1dqxHrie,226,6,2024-10-07T15:07:42.775545,55,False,16,5,True,True,True
H0YJhZBC,172,3,2024-10-07T15:07:42.775545,78,False,8,6,False,False,False
Qmodcjqf,221,12,2024-10-07T15:07:42.775545,70,False,10,6,True,True,False
BWuE375C,64,3,2024-10-07T15:07:42.775545,27,False,10,9,False,False,False
PqN1Da3l,237,7,2024-10-07T15:07:42.775545,67,False,14,3,False,True,True
toXe9oXm,275,19,2024-10-07T15:07:42.775545,71,False,19,16,False,True,False
mFM95irQ,240,11,2024-10-07T15:07:42.775545,50,False,19,0,False,False,False
54pYG1cA,60,4,2024-10-07T15:07:42.775545,67,False,20,1,True,True,False
u9Fn8TUo,264,13,2024-10-07T15:07:42.775545,49,False,5,4,True,False,False
mT8aByON,83,4,2024-10-07T15:07:42.775545,28,False,16,4,False,True,False
PHDSBGDv,13,16,2024-10-07T15:07:42.775545,94,False,7,6,True,False,True
Y44NiyGS,253,15,2024-10-07T15:07:42.775545,59,False,19,0,True,False,True
aw7I1Unm,19,9,2024-10-07T15:07:42.775545,62,False,14,5,False,True,False
SrMLQ6YX,137,18,2024-10-07T15:07:42.775545,51,False,16,2,False,False,True
dNdYfyZl,272,9,2024-10-07T15:07:42.775545,8,False,12,0,False,False,False
p5tni6la,137,13,2024-10-07T15:07:42.775545,6,False,10,7,True,False,False
HGEFTuLU,60,16,2024-10-07T15:07:42.775545,74,False,12,10,False,False,True
YWRwLwTH,55,1,2024-10-07T15:07:42.775545,90,False,17,16,True,False,False
oyoGYHi0,9,20,2024-10-07T15:07:42.775545,20,False,17,13,True,False,False
xMIA9ac4,229,13,2024-10-07T15:07:42.775545,60,False,9,0,True,True,True
ujIJv0BB,266,14,2024-10-07T15:07:42.775545,92,False,14,12,False,False,True
1flfaMOl,190,13,2024-10-07T15:07:42.775545,44,False,5,3,True,True,False
nBKgnHRB,249,5,2024-10-07T15:07:42.776545,87,False,13,1,False,True,True
wIS1dvkv,156,6,2024-10-07T15:07:42.776545,25,False,10,3,False,False,False
j2SP8MSJ,293,15,2024-10-07T15:07:42.776545,36,False,14,12,False,True,False
8xarlpl7,204,6,2024-10-07T15:07:42.776545,70,False,5,4,False,False,False
CC20W6xG,50,16,2024-10-07T15:07:42.776545,11,False,11,10,True,True,True
GW33BKuz,289,2,2024-10-07T15:07:42.776545,40,False,15,1,False,False,True
wTraJLVf,89,12,2024-10-07T15:07:42.776545,28,False,6,5,False,True,True
BTLm6EWX,135,8,2024-10-07T15:07:42.776545,83,False,15,9,True,False,True
znyjotvd,168,5,2024-10-07T15:07:42.776545,43,False,6,5,False,True,True
aLb4UkBA,257,1,2024-10-07T15:07:42.776545,91,False,11,8,False,True,True
03pZmYk4,67,18,2024-10-07T15:07:42.776545,35,False,12,2,False,True,True
EsQZ8iZF,197,12,2024-10-07T15:07:42.776545,40,False,11,0,True,True,False
lUCHt9FE,59,6,2024-10-07T15:07:42.776545,48,False,19,14,False,False,True
COIV4FVo,169,10,2024-10-07T15:07:42.776545,100,True,11,11,True,True,False
rWaECcsA,28,9,2024-10-07T15:07:42.776545,11,False,8,3,True,True,True
LFYy2Brf,114,9,2024-10-07T15:07:42.776545,66,False,12,5,True,False,True
SvVURsmN,288,12,2024-10-07T15:07:42.776545,33,False,17,10,False,False,False
3H35egdm,176,20,2024-10-07T15:07:42.776545,6,False,17,8,True,False,True
OlrSg0en,137,1,2024-10-07T15:07:42.776545,24,False,20,11,False,False,True
ojvbdyBT,47,10,2024-10-07T15:07:42.776545,95,False,6,1,True,True,True
syNGHgi4,267,3,2024-10-07T15:07:42.776545,72,False,5,2,True,True,False
R2Kry3K4,276,10,2024-10-07T15:07:42.776545,23,False,12,9,True,True,True
F2APXR9f,59,13,2024-10-07T15:07:42.776545,11,False,19,7,True,False,True
gmCVpqbb,60,2,2024-10-07T15:07:42.776545,46,False,13,2,True,True,False
TGpzWlfe,23,15,2024-10-07T15:07:42.776545,10,False,14,9,False,False,True
HjslLpxX,205,8,2024-10-07T15:07:42.776545,43,False,5,0,False,False,False
x36qONhE,224,13,2024-10-07T15:07:42.776545,82,False,15,2,True,True,False
jlHjAVkZ,143,6,2024-10-07T15:07:42.776545,65,False,17,10,True,False,True
rNEuiPSV,252,7,2024-10-07T15:07:42.776545,3,False,9,8,False,False,False
BMuFciJ2,203,12,2024-10-07T15:07:42.776545,43,False,7,3,True,False,True
adm9yNqA,76,2,2024-10-07T15:07:42.776545,67,False,15,11,False,True,False
LcJpHLZq,209,14,2024-10-07T15:07:42.776545,28,False,5,0,False,False,False
CClVjdZV,85,13,2024-10-07T15:07:42.776545,14,False,18,10,True,True,False
fRvEPtcs,186,6,2024-10-07T15:07:42.776545,59,False,6,4,True,True,True
PDdjiuza,161,18,2024-10-07T15:07:42.776545,73,False,9,2,False,False,False
8IcMgC0Z,231,11,2024-10-07T15:07:42.776545,76,False,9,8,True,True,True
jo3wgsU7,14,16,2024-10-07T15:07:42.776545,49,False,9,8,False,True,True
fwhu2esq,160,11,2024-10-07T15:07:42.776545,16,False,5,4,False,False,True
yBkVqmqr,92,17,2024-10-07T15:07:42.777549,75,False,18,0,False,True,False
PFJowHHH,50,9,2024-10-07T15:07:42.777549,42,False,19,8,False,True,False
K0gyloYl,266,18,2024-10-07T15:07:42.777549,3,False,8,3,True,True,False
yN16bp6E,10,2,2024-10-07T15:07:42.777549,60,False,9,1,False,False,True
hD74ygh6,140,12,2024-10-07T15:07:42.777549,59,False,9,4,True,True,False
SXxG0nxx,192,12,2024-10-07T15:07:42.777549,42,False,7,5,True,False,False
aEHSffDx,159,18,2024-10-07T15:07:42.777549,17,False,8,7,True,False,False
L5jh8EpT,28,20,2024-10-07T15:07:42.777549,8,False,10,6,True,False,False
GWewf8AJ,265,4,2024-10-07T15:07:42.777549,24,False,11,5,False,True,True
fQcoDTZ6,190,4,2024-10-07T15:07:42.777549,65,False,17,14,False,False,True
gj0RXNfc,162,11,2024-10-07T15:07:42.777549,54,False,18,9,True,True,False
UOkvfzrC,141,13,2024-10-07T15:07:42.777549,1,False,8,4,True,False,True
HbeZKQRG,162,20,2024-10-07T15:07:42.777549,100,True,11,11,False,False,False
bgfBKstS,129,17,2024-10-07T15:07:42.777549,12,False,6,0,False,True,False
Cta7Po7E,123,14,2024-10-07T15:07:42.777549,44,False,8,2,False,True,False
