quizId,userId,courseId,enrollmentId,totalScore,obtainedScore,date
6eYVrqD5,215,4,lWa1C0VJ,100,0,2024-10-07T15:07:42.754967
R4pupyoy,271,6,mQFHV3CE,100,70,2024-10-07T15:07:42.755967
ADbtf8QV,38,14,klwncfzP,100,93,2024-10-07T15:07:42.755967
iywqEjDi,229,12,m3GJ7pTp,100,47,2024-10-07T15:07:42.755967
stei119S,81,2,gi0tPaSE,100,44,2024-10-07T15:07:42.755967
go3dQ2hw,93,3,mGBakk5t,100,14,2024-10-07T15:07:42.755967
R88i2wGq,295,15,PNMJ40W2,100,35,2024-10-07T15:07:42.755967
myx1Sk9B,33,20,5AAtHZuL,100,56,2024-10-07T15:07:42.755967
JqvZjAiE,184,13,hDCo8Y3r,100,2,2024-10-07T15:07:42.755967
bm4gU96j,268,3,OawG6zrE,100,7,2024-10-07T15:07:42.755967
W8PipkOn,297,10,QJBaOScC,100,62,2024-10-07T15:07:42.755967
zLiIMKls,107,13,LdtZK6rR,100,19,2024-10-07T15:07:42.755967
D1xbo3M9,294,20,3eQJZav0,100,58,2024-10-07T15:07:42.755967
9Cl1I8Iw,13,4,7gZSikpf,100,85,2024-10-07T15:07:42.755967
khV6ZfJX,21,20,jhpt7W53,100,94,2024-10-07T15:07:42.755967
3R7WRifA,11,14,nByxDiyU,100,81,2024-10-07T15:07:42.755967
R9Q0toYA,242,20,XhJtf5Ih,100,100,2024-10-07T15:07:42.755967
UFYzzbOy,155,2,HErijm52,100,32,2024-10-07T15:07:42.755967
S7iS56mj,210,15,yQgg0NSL,100,67,2024-10-07T15:07:42.755967
skTtDWgH,246,5,JLY9VveF,100,52,2024-10-07T15:07:42.755967
Y6oM8B2Y,224,3,XeYOM8vp,100,62,2024-10-07T15:07:42.756969
LUylDLPL,245,8,BMpoM9zV,100,79,2024-10-07T15:07:42.756969
RU2RwOGX,240,12,Dw9O3r6s,100,41,2024-10-07T15:07:42.756969
hupBfVr0,151,1,NYuVkSxl,100,63,2024-10-07T15:07:42.756969
6G0QfmMx,300,14,OJyrcgLf,100,27,2024-10-07T15:07:42.756969
LXLJjt8G,80,13,1A5Dlcpi,100,62,2024-10-07T15:07:42.756969
xrrtLKOO,291,19,Qs4I6ehF,100,62,2024-10-07T15:07:42.756969
427ndrWh,44,3,YclSl2M7,100,35,2024-10-07T15:07:42.756969
Y0Z5etae,177,13,M1NEpwiL,100,86,2024-10-07T15:07:42.756969
dnTObEBQ,13,10,sLxfCS3v,100,26,2024-10-07T15:07:42.757507
jc8u4smT,252,15,VHz1vrbe,100,23,2024-10-07T15:07:42.757507
mTuWMB6j,217,6,QVc7edjD,100,39,2024-10-07T15:07:42.757507
9BNq4eqz,112,4,fMkNowN2,100,41,2024-10-07T15:07:42.757507
zefTilTE,239,15,subzBb3t,100,0,2024-10-07T15:07:42.757507
5lKapJ9T,97,16,1s3x0Xao,100,7,2024-10-07T15:07:42.757507
Y5YNzsGv,199,6,NxbiPAKM,100,90,2024-10-07T15:07:42.757507
r8aekxr8,145,10,RovNzEMV,100,61,2024-10-07T15:07:42.757507
Y8nRDyPe,121,10,OGDTSOBW,100,28,2024-10-07T15:07:42.757507
IVr2FV4h,25,16,oBcsNdsN,100,60,2024-10-07T15:07:42.757507
azStVmk0,76,1,eJ9yMmQx,100,29,2024-10-07T15:07:42.757507
TAGXSlcZ,107,12,uvkLNFAw,100,49,2024-10-07T15:07:42.757507
W3f5ntAX,213,4,eY3mKaKy,100,63,2024-10-07T15:07:42.757507
3L6owGEd,202,10,2ZMyntor,100,72,2024-10-07T15:07:42.757507
C9yUelYD,163,8,VF6yDVZY,100,57,2024-10-07T15:07:42.757507
4epoCJcO,101,7,iriMqvpI,100,27,2024-10-07T15:07:42.757507
ByHMXAEf,61,6,xesxoTCX,100,58,2024-10-07T15:07:42.757507
3aE7vnmi,47,18,4wZBVxKe,100,34,2024-10-07T15:07:42.757507
jCTBZ7qp,127,2,fHviShPJ,100,61,2024-10-07T15:07:42.757507
NWcLllQd,31,3,y8Ssux4c,100,41,2024-10-07T15:07:42.757507
ydQAuZ0z,48,13,NfP2jB2B,100,3,2024-10-07T15:07:42.757507
0r9ULbN9,194,6,URUNap3P,100,74,2024-10-07T15:07:42.757507
CZMtPaQt,27,20,acFsOEUf,100,44,2024-10-07T15:07:42.757507
GETNEgAq,69,6,X4K8H5tG,100,64,2024-10-07T15:07:42.758545
QnyiYn2m,2,2,KyzvJPU3,100,55,2024-10-07T15:07:42.758545
BNPCXobh,263,15,n92UP9On,100,31,2024-10-07T15:07:42.758545
wfsebf3S,91,13,4pxu32nG,100,49,2024-10-07T15:07:42.758545
XOdYFxGW,181,10,fipKuLOc,100,79,2024-10-07T15:07:42.758545
s7If7Vl1,53,20,i4XBSh1C,100,0,2024-10-07T15:07:42.758545
TfZz4OYa,26,5,x8PjiIkM,100,78,2024-10-07T15:07:42.758545
zuB8E53k,252,3,uGyXfXdw,100,92,2024-10-07T15:07:42.758545
7q2RKdwG,97,8,5mQZ8S7f,100,80,2024-10-07T15:07:42.758545
IvxoSph5,212,18,itilJaou,100,9,2024-10-07T15:07:42.758545
J9FMttZi,201,16,hGHSO1Z5,100,4,2024-10-07T15:07:42.758545
JmT5emNA,215,7,sxnDpYkl,100,43,2024-10-07T15:07:42.758545
PTJRylvc,232,17,NDRHqzPO,100,66,2024-10-07T15:07:42.758545
PXW9TGRf,87,15,3f6nhA6B,100,17,2024-10-07T15:07:42.758545
Mcky0x0f,176,1,lx5rxEjY,100,100,2024-10-07T15:07:42.758545
wXrSjhk0,85,1,WMAQC0b3,100,0,2024-10-07T15:07:42.758545
Cs0Qisst,51,16,2c4tsyTe,100,16,2024-10-07T15:07:42.758545
sll0kwzD,295,7,CSd7FoGw,100,64,2024-10-07T15:07:42.758545
AZOQ4I6h,127,13,EGM3TCVQ,100,63,2024-10-07T15:07:42.758545
us1DhIfw,222,16,1AHgC1Bx,100,2,2024-10-07T15:07:42.758545
Oi9nEbA0,167,8,bu5hfVmS,100,17,2024-10-07T15:07:42.758545
4fhDCs8j,129,5,Jy94RDEn,100,44,2024-10-07T15:07:42.758545
8u38MWr2,10,4,otP7jIm1,100,32,2024-10-07T15:07:42.758545
s8xldNcA,165,10,8k9oP7i6,100,96,2024-10-07T15:07:42.759544
9U5Shewo,275,12,wgc48jeS,100,93,2024-10-07T15:07:42.759544
0EjKIOnb,13,15,2yJrPNwJ,100,52,2024-10-07T15:07:42.759544
NNrDTw5T,74,2,ARjvDDOk,100,27,2024-10-07T15:07:42.759544
75RCQFdn,202,19,02g2bsvT,100,17,2024-10-07T15:07:42.759544
3YqtXZUg,86,14,dSrDs2c5,100,8,2024-10-07T15:07:42.759544
jO2S6Bkd,116,1,lnfZWJ8u,100,53,2024-10-07T15:07:42.759544
xpLKvnDw,287,20,M1xg0PC1,100,25,2024-10-07T15:07:42.759544
WFStuRvO,243,17,m5YJwyYr,100,93,2024-10-07T15:07:42.759544
4PnmFD5t,177,4,SmlybgVU,100,82,2024-10-07T15:07:42.759544
AIJSoSfl,183,4,yeVqVXJw,100,26,2024-10-07T15:07:42.759544
NrO6Tvkr,144,16,KklZiGuQ,100,86,2024-10-07T15:07:42.759544
jHXhJlq6,211,9,8wMpgahQ,100,60,2024-10-07T15:07:42.759544
cMpo4NUV,129,12,wfnQnvR0,100,45,2024-10-07T15:07:42.759544
2pDdhbc8,225,18,drmLoO6z,100,16,2024-10-07T15:07:42.759544
A1q8BWuk,202,18,LKsu6aQj,100,79,2024-10-07T15:07:42.759544
sAkAddur,117,14,0SG1CVKe,100,97,2024-10-07T15:07:42.759544
EteRc7Pl,247,8,6fE4oODU,100,53,2024-10-07T15:07:42.759544
eUab1R22,122,18,poH11k6s,100,36,2024-10-07T15:07:42.759544
jouGu3JO,48,1,YZWkih0y,100,19,2024-10-07T15:07:42.760545
FvdWOGu6,230,15,7ELcqu61,100,26,2024-10-07T15:07:42.760545
peNPGKCu,14,12,Cvk20C2t,100,9,2024-10-07T15:07:42.760545
9aZLB9l9,99,5,hwzXuJGt,100,93,2024-10-07T15:07:42.760545
8Vo6fMIf,8,11,6g7Rk2NU,100,35,2024-10-07T15:07:42.760545
lcMdo6vy,166,2,gMI972iF,100,6,2024-10-07T15:07:42.760545
2wVdtlSr,106,6,glnr30wv,100,86,2024-10-07T15:07:42.760545
zGtZ0hNG,20,16,2uxCuoEv,100,38,2024-10-07T15:07:42.760545
keqOO2qL,175,20,5VM16oCt,100,65,2024-10-07T15:07:42.760545
qsEqckzw,179,3,7tuGw9Vo,100,24,2024-10-07T15:07:42.760545
copF8Ifb,85,2,3K7oy3Y6,100,0,2024-10-07T15:07:42.760545
gacnl8di,153,1,KzeeFZ7z,100,70,2024-10-07T15:07:42.760545
mHuv9bZ4,148,2,QEHipbOG,100,48,2024-10-07T15:07:42.760545
mVQ9uYD8,153,12,uLLZY071,100,35,2024-10-07T15:07:42.760545
qJgAuOza,111,13,eGZSQH2s,100,63,2024-10-07T15:07:42.760545
O2bP2KAg,274,5,6DRDnT5E,100,100,2024-10-07T15:07:42.760545
JNPB1hEx,222,12,mgGfqiDo,100,97,2024-10-07T15:07:42.760545
GqXH6vpb,166,1,OScgli1c,100,77,2024-10-07T15:07:42.760545
RSw8CHA9,205,9,LOnojglh,100,82,2024-10-07T15:07:42.760545
hGQTMFDV,57,1,mTXkWjaR,100,94,2024-10-07T15:07:42.760545
TLVEekEb,272,15,zTA5Fuu6,100,96,2024-10-07T15:07:42.760545
gnppvdDR,51,7,A9g0VO40,100,12,2024-10-07T15:07:42.760545
aTMIz1Fi,287,16,d3kIOkxF,100,9,2024-10-07T15:07:42.760545
9QGW4hC8,288,16,2b48mJuq,100,51,2024-10-07T15:07:42.760545
wUh14mfG,120,6,3XrWsTwb,100,0,2024-10-07T15:07:42.760545
Qc5VnmdA,219,20,4mp58oS4,100,56,2024-10-07T15:07:42.761545
ejNDQGjq,25,9,SpMPOT3c,100,42,2024-10-07T15:07:42.761545
j4OZbZop,250,20,adeliF2c,100,47,2024-10-07T15:07:42.761545
EE9ms6bZ,84,15,PDRJ3WLh,100,48,2024-10-07T15:07:42.761545
wbmrUD8o,16,16,uVzYrq7k,100,78,2024-10-07T15:07:42.761545
BctDUT5u,142,10,PzE0fKlG,100,51,2024-10-07T15:07:42.761545
OYWt81gf,251,2,iBjROwXg,100,77,2024-10-07T15:07:42.761545
K2iB6eRo,286,1,b90cGi4T,100,58,2024-10-07T15:07:42.761545
46bzNih7,48,9,HLHQP2r9,100,64,2024-10-07T15:07:42.761545
z0poanqo,197,20,RLwuq2qO,100,78,2024-10-07T15:07:42.761545
3TYpeDIo,287,15,k7wjcx0R,100,37,2024-10-07T15:07:42.761545
SQXaoWbI,271,9,DBZKCyQI,100,100,2024-10-07T15:07:42.761545
Vo9uFrai,32,7,b7123dnO,100,10,2024-10-07T15:07:42.761545
R93tlCQ3,104,1,CZSFwvh8,100,65,2024-10-07T15:07:42.761545
1x0VwBZB,100,19,TDXzYoGi,100,42,2024-10-07T15:07:42.761545
sPSZtcRJ,143,19,QxvPRI3p,100,44,2024-10-07T15:07:42.761545
Gt1M9HQF,220,2,4VN7LldY,100,37,2024-10-07T15:07:42.761545
Te47IQFN,281,2,F3yhm5W9,100,26,2024-10-07T15:07:42.761545
V3YvQJo3,220,13,td7n0sXl,100,1,2024-10-07T15:07:42.761545
J52uAnxz,80,20,fSHhcYzE,100,15,2024-10-07T15:07:42.761545
qxM6EOLm,177,20,X5LaXTOB,100,15,2024-10-07T15:07:42.761545
xaBg2yxb,97,15,lhFQM1dc,100,48,2024-10-07T15:07:42.762546
ox4IuYs4,167,13,IpPdI9AE,100,24,2024-10-07T15:07:42.762546
X0opRtbK,226,16,lBNLv4Zw,100,21,2024-10-07T15:07:42.762546
KklqDUyq,86,3,fnN1dRYp,100,50,2024-10-07T15:07:42.762546
qo4az28W,173,15,f5uYio9T,100,23,2024-10-07T15:07:42.762546
HV4T5WGN,275,6,2elJLTyG,100,47,2024-10-07T15:07:42.762546
obdNRUf4,290,12,pzFYbj6Y,100,62,2024-10-07T15:07:42.762546
7BjYhjCN,152,2,ChdTZmSd,100,13,2024-10-07T15:07:42.762546
Z3NwwJ2f,16,17,2sgERL0D,100,23,2024-10-07T15:07:42.762546
YyXqXNQY,248,4,TufmKJML,100,20,2024-10-07T15:07:42.762546
yqfa9Was,183,6,V8E4Aqu3,100,34,2024-10-07T15:07:42.762546
aWCcVlzj,195,2,vtcutzD3,100,91,2024-10-07T15:07:42.762546
y6vQhjnW,75,10,WPJivXeO,100,38,2024-10-07T15:07:42.762546
eRRjmzWU,8,20,rg8vct5C,100,17,2024-10-07T15:07:42.762546
VRylsDir,154,16,svw8u4os,100,5,2024-10-07T15:07:42.762546
gbXELFYR,176,7,pm4OEC97,100,95,2024-10-07T15:07:42.762546
HYLlQiVU,55,6,G3qAf2fY,100,73,2024-10-07T15:07:42.762546
dhahDbq0,206,1,FPpT9VTw,100,15,2024-10-07T15:07:42.762546
Epb683JQ,252,14,KgIDvCw2,100,12,2024-10-07T15:07:42.762546
IDS3IMUq,237,4,vjfji6C6,100,84,2024-10-07T15:07:42.762546
ECFqHTnF,171,6,3wUxCJG4,100,56,2024-10-07T15:07:42.762546
PmUoeNPh,77,14,w3PxGny6,100,68,2024-10-07T15:07:42.763545
z1dOmCF1,284,17,ovWZZ0ej,100,52,2024-10-07T15:07:42.763545
YixjjK6i,293,2,fgN7ZeAK,100,16,2024-10-07T15:07:42.763545
wUCtS2hZ,98,2,y46bFimv,100,56,2024-10-07T15:07:42.763545
gLt3Lwit,57,11,X5v93atF,100,82,2024-10-07T15:07:42.763545
SBaL1O1Z,249,2,8hJ2yTJ6,100,58,2024-10-07T15:07:42.763545
i9QGHH4V,39,9,5azb2NRC,100,92,2024-10-07T15:07:42.763545
BkqG3Ruw,266,11,vafUzfN8,100,88,2024-10-07T15:07:42.763545
prJzPca8,280,8,5krTG4Ji,100,5,2024-10-07T15:07:42.763545
21jtVbcY,13,13,0qupUGTN,100,83,2024-10-07T15:07:42.763545
K0WpNdCP,245,4,NmuaarLm,100,23,2024-10-07T15:07:42.763545
xwwLoW6r,201,6,KOeRXMsA,100,52,2024-10-07T15:07:42.763545
TZCAzTv3,160,1,c5ARqWn4,100,44,2024-10-07T15:07:42.763545
DTehMrWY,287,1,nkpFDiCV,100,26,2024-10-07T15:07:42.763545
cHtzjqVz,25,12,ov9jtLAz,100,54,2024-10-07T15:07:42.763545
UdwmrrEF,137,16,RvXQ8TNG,100,73,2024-10-07T15:07:42.763545
XuTceJFl,117,15,GjrlK2jk,100,38,2024-10-07T15:07:42.763545
0m5jRADw,57,4,JG1L9V3z,100,92,2024-10-07T15:07:42.764545
CE8sHEru,130,19,rrBWfC7D,100,0,2024-10-07T15:07:42.764545
xgpFpFig,117,1,Y9DY3q35,100,70,2024-10-07T15:07:42.764545
0ZGdiz3G,248,5,H4iUlRYk,100,36,2024-10-07T15:07:42.764545
UP6alnez,59,12,pB8ZRDoy,100,48,2024-10-07T15:07:42.764545
yFny6wN5,134,1,DNrTfQm4,100,8,2024-10-07T15:07:42.764545
2pfYHYZ1,200,12,bnRAw3iX,100,86,2024-10-07T15:07:42.764545
eJZYr8MI,71,17,8QG3qbuc,100,26,2024-10-07T15:07:42.764545
uZ2j3USX,296,1,zGK7LKh5,100,60,2024-10-07T15:07:42.764545
vMXEPFhM,80,19,cLbRDPFl,100,71,2024-10-07T15:07:42.764545
V1Ih4sJt,259,17,zEMC6XFO,100,6,2024-10-07T15:07:42.764545
dS6W6aTD,105,18,7AuN4BP4,100,82,2024-10-07T15:07:42.764545
EL5qdKyp,44,14,OdQ2WJlr,100,18,2024-10-07T15:07:42.764545
BqJoNe4L,105,11,61eD53AU,100,88,2024-10-07T15:07:42.764545
9IJnGu9U,268,17,IRrIlSGW,100,18,2024-10-07T15:07:42.765546
otMZ7fYB,284,1,OjFNiogS,100,24,2024-10-07T15:07:42.765546
irQRHW98,251,8,1ckPSP6g,100,25,2024-10-07T15:07:42.765546
usuKksDM,73,5,m73ltyl3,100,74,2024-10-07T15:07:42.765546
SYq5qUgp,197,19,brPfiKg6,100,78,2024-10-07T15:07:42.765546
XVYHA4GT,254,2,15pgg9sN,100,31,2024-10-07T15:07:42.765546
KBj8HckL,152,13,us5evNCg,100,60,2024-10-07T15:07:42.765546
WvfsaVc4,93,7,6FCeuZMM,100,21,2024-10-07T15:07:42.765546
2Z4b4IIo,260,9,B20TJEQk,100,63,2024-10-07T15:07:42.765546
U1bBaMTL,187,4,Ip9sGiQG,100,81,2024-10-07T15:07:42.765546
R1yi8NWs,255,11,i5TUTklZ,100,38,2024-10-07T15:07:42.765546
a3YDloHE,151,7,JNAbTKMe,100,6,2024-10-07T15:07:42.765546
x9LdcJBp,131,18,F3tprgIA,100,90,2024-10-07T15:07:42.765546
sWQ775IP,66,9,Fe6U4XWP,100,91,2024-10-07T15:07:42.765546
7O38pO9w,271,5,S5TVcChR,100,3,2024-10-07T15:07:42.765546
lh2A4jXZ,175,15,5yLM7Lcg,100,35,2024-10-07T15:07:42.765546
hCpn6MxG,125,14,KExqeQ0e,100,21,2024-10-07T15:07:42.765546
fYwnHNIL,127,12,weBN22Tz,100,63,2024-10-07T15:07:42.766545
16dBk37p,48,14,ZlBsWfpc,100,100,2024-10-07T15:07:42.766545
QcOZiYab,120,5,uk1GofzA,100,95,2024-10-07T15:07:42.766545
8MVxwa1I,287,11,sJGSi04e,100,6,2024-10-07T15:07:42.766545
cxOZlEHe,218,7,O9QZlhQW,100,76,2024-10-07T15:07:42.766545
tx8L3oGb,108,6,8YJLhSqx,100,70,2024-10-07T15:07:42.766545
xQMeiFIf,30,7,BHNJMGQo,100,4,2024-10-07T15:07:42.766545
ter1ksyy,17,1,5KQoT37P,100,69,2024-10-07T15:07:42.766545
9E5olzQm,37,15,J7U2Z7es,100,0,2024-10-07T15:07:42.766545
SUNBZTOI,293,12,0w7JjJ6Y,100,55,2024-10-07T15:07:42.766545
oi8LjMiT,134,17,OdaKpbHZ,100,21,2024-10-07T15:07:42.766545
M69xXBuo,216,20,qiKoOuys,100,47,2024-10-07T15:07:42.766545
43sTX73N,91,2,xH7AbVGm,100,9,2024-10-07T15:07:42.766545
NYJGnDJ0,110,5,Gaq2cwQ4,100,19,2024-10-07T15:07:42.766545
QUmGbhkf,292,6,nyrq84c0,100,77,2024-10-07T15:07:42.766545
QXr21Suo,127,6,UnCKWEnD,100,75,2024-10-07T15:07:42.766545
Khhil6Cn,261,11,gE1ddG8e,100,48,2024-10-07T15:07:42.766545
3hKGaLgh,167,16,cJw8OCAm,100,48,2024-10-07T15:07:42.766545
avYd0s7m,208,19,ujxOgJmB,100,20,2024-10-07T15:07:42.766545
rvEVESMh,57,6,A0vEG8OH,100,0,2024-10-07T15:07:42.766545
twJEhRdS,293,10,sfwKCyD8,100,87,2024-10-07T15:07:42.766545
KvVx7O3U,205,6,XnPjsgvz,100,12,2024-10-07T15:07:42.766545
Kp3g3CIp,276,14,amjjtDH1,100,95,2024-10-07T15:07:42.766545
FrmkaSby,263,18,wPCQDHAe,100,85,2024-10-07T15:07:42.766545
vuxKpt5p,124,10,3hTEJmhu,100,100,2024-10-07T15:07:42.767545
oRlJvQBP,1,20,1u74V6Pj,100,94,2024-10-07T15:07:42.767545
g70zoJqm,260,12,ACv27YDt,100,100,2024-10-07T15:07:42.767545
d43Ibz03,208,11,ifQ63gv9,100,93,2024-10-07T15:07:42.767545
Xll7otf6,88,1,u3fL4vtH,100,74,2024-10-07T15:07:42.767545
IMFFZcZa,84,5,TY4BvieK,100,5,2024-10-07T15:07:42.767545
ZsdKPFc8,241,13,7ROXyOWe,100,47,2024-10-07T15:07:42.767545
39Q4qsft,290,14,5HcDkIT9,100,100,2024-10-07T15:07:42.767545
RlG39ogY,229,9,1wZ9dQDx,100,84,2024-10-07T15:07:42.767545
trzfEoQp,278,2,TDPDi9NZ,100,79,2024-10-07T15:07:42.767545
qYHiqvK6,190,6,NMA75tb1,100,76,2024-10-07T15:07:42.767545
o1q6c8q6,138,18,2aWrtB4L,100,63,2024-10-07T15:07:42.767545
FWrOx9IO,247,20,45Rph7Sa,100,77,2024-10-07T15:07:42.767545
qbxu4ucZ,243,5,Bmbc06N8,100,40,2024-10-07T15:07:42.767545
DZxMTI1N,122,19,INz6aywz,100,78,2024-10-07T15:07:42.767545
vvXkZSNL,117,11,hbnBFYYX,100,17,2024-10-07T15:07:42.767545
OWKDDihR,272,19,CvERswZ4,100,39,2024-10-07T15:07:42.767545
6wp5Z7fo,281,11,Zbym13B3,100,22,2024-10-07T15:07:42.767545
W6xYFiFF,291,13,ZGCGuovv,100,82,2024-10-07T15:07:42.767545
hsfwyKBx,45,10,sE9V1CvY,100,29,2024-10-07T15:07:42.767545
B60AqVLa,216,12,R899SVgE,100,22,2024-10-07T15:07:42.768545
6JWvskbm,285,7,ZglDvN1v,100,47,2024-10-07T15:07:42.768545
eNXAV2NR,147,19,vGkatize,100,80,2024-10-07T15:07:42.768545
NjycOQDL,179,17,q0XjTfYF,100,70,2024-10-07T15:07:42.768545
lWxwtcy5,49,20,CEYATGVV,100,20,2024-10-07T15:07:42.768545
1fgTZ5zS,299,11,cwSSX6el,100,14,2024-10-07T15:07:42.768545
2X1uDYaW,211,7,gNVJVXNd,100,77,2024-10-07T15:07:42.768545
1mNgMDUH,147,8,fvrKmggp,100,78,2024-10-07T15:07:42.768545
8O8skH1T,177,17,EcX601D9,100,35,2024-10-07T15:07:42.768545
bDVPiWEy,207,14,Wh7u2EIR,100,99,2024-10-07T15:07:42.768545
4buLYK5t,87,9,EPMzrC94,100,94,2024-10-07T15:07:42.768545
oHo99cNi,198,10,UTx3a3vD,100,20,2024-10-07T15:07:42.768545
fqdZ6qJS,156,1,fw7ZNB8v,100,59,2024-10-07T15:07:42.768545
lj9u6D5s,8,15,bCFR4QWC,100,78,2024-10-07T15:07:42.768545
WXTTEC8l,216,11,zktTppU9,100,98,2024-10-07T15:07:42.768545
JqHrJMeR,188,14,MKdbqTTN,100,4,2024-10-07T15:07:42.769545
1ih5elrD,300,19,zOGQ6lOW,100,20,2024-10-07T15:07:42.769545
lRFML2eN,66,18,Fs4RTbfH,100,56,2024-10-07T15:07:42.769545
i6nYROYV,55,12,ThVijHLG,100,28,2024-10-07T15:07:42.769545
5NAjhT2O,156,4,84vnlmJL,100,33,2024-10-07T15:07:42.769545
VeXHuhZ3,212,11,7pnYoDiT,100,79,2024-10-07T15:07:42.769545
OpAtAcOu,27,16,MOnQkQXJ,100,100,2024-10-07T15:07:42.769545
Z02IMzKM,21,19,hKqDPyX0,100,52,2024-10-07T15:07:42.769545
2pGY5Lif,209,1,wvO0EFcw,100,54,2024-10-07T15:07:42.769545
KRhgMQRV,177,3,8A39bnqH,100,76,2024-10-07T15:07:42.769545
TkLHvELa,177,11,thX9Xwji,100,84,2024-10-07T15:07:42.769545
O7XjncUr,64,5,LzKcp6pB,100,51,2024-10-07T15:07:42.769545
bDKVZYrn,150,1,TTkaCL53,100,8,2024-10-07T15:07:42.769545
XJQ04hHn,35,3,colVkN00,100,87,2024-10-07T15:07:42.769545
3KjH27rO,202,5,qN8TOFX0,100,77,2024-10-07T15:07:42.769545
KDhtz4aT,269,19,CK8Ei2cZ,100,8,2024-10-07T15:07:42.769545
CG94liKg,257,5,0pQpkd1Y,100,30,2024-10-07T15:07:42.769545
FMmFUt7s,260,3,VN2XADPn,100,0,2024-10-07T15:07:42.769545
iCLA8NoC,108,4,Wu2G3ahO,100,55,2024-10-07T15:07:42.769545
UWEYH0pd,198,12,RMWVJyRh,100,71,2024-10-07T15:07:42.769545
PJ0IUW1Q,112,20,mlNxzwkO,100,62,2024-10-07T15:07:42.769545
4UBk1ncl,109,8,GaOUIjJN,100,81,2024-10-07T15:07:42.770545
RRdLThaA,293,4,cYb1VRQb,100,15,2024-10-07T15:07:42.770545
se1RkWlZ,116,6,BLDrAx6y,100,0,2024-10-07T15:07:42.770545
bqiVlkmv,30,20,iv4qV7sa,100,29,2024-10-07T15:07:42.770545
nh64GFR8,291,5,hLwBjRBP,100,23,2024-10-07T15:07:42.770545
TEi2hxh3,126,11,fmSG8n3T,100,70,2024-10-07T15:07:42.770545
e1iQzoe4,255,17,EY8pjslv,100,41,2024-10-07T15:07:42.770545
H9egAjij,82,10,RzOngYg3,100,53,2024-10-07T15:07:42.770545
9Ml5dyj1,73,12,XqwWSSKn,100,91,2024-10-07T15:07:42.770545
7mY0Wo6V,13,9,RTaJentV,100,73,2024-10-07T15:07:42.770545
qAZbLqUC,19,7,3UACgkjT,100,45,2024-10-07T15:07:42.770545
osz04tlI,278,9,PZ51zwAf,100,54,2024-10-07T15:07:42.770545
tAxwrpG7,207,9,2Z1GesFl,100,5,2024-10-07T15:07:42.770545
up6NzHJp,238,16,hQG44Whe,100,26,2024-10-07T15:07:42.770545
ABLEZqQk,212,14,6xacZ4L4,100,62,2024-10-07T15:07:42.770545
YM3Xcu3s,119,2,3Uk71vq6,100,41,2024-10-07T15:07:42.770545
rtOt1mm1,122,1,LgQxMc5p,100,80,2024-10-07T15:07:42.770545
KQa8FK0s,251,15,K04RQhCR,100,82,2024-10-07T15:07:42.770545
YXGi8z6N,265,1,ClBq6bxP,100,54,2024-10-07T15:07:42.770545
UhvTjLWd,154,20,lmBje3mg,100,57,2024-10-07T15:07:42.770545
ctjFTgNc,73,2,iU68qDaA,100,61,2024-10-07T15:07:42.771546
fIj9ax4I,65,18,UPUWCYoH,100,34,2024-10-07T15:07:42.771546
LrBlod4L,260,5,K0YMABZB,100,23,2024-10-07T15:07:42.771546
LNo7Op0M,15,4,qidHdV0x,100,53,2024-10-07T15:07:42.771546
BNIdRD0Q,91,15,aV8Hc78C,100,65,2024-10-07T15:07:42.771546
Ps2tDdgG,231,4,IIPiK4MV,100,8,2024-10-07T15:07:42.771546
m9huLIxV,146,17,fN1OwkfY,100,1,2024-10-07T15:07:42.771546
0ExLyv1M,153,2,cRODj4VJ,100,8,2024-10-07T15:07:42.771546
MmIRGg2g,241,17,f2SrjeDF,100,6,2024-10-07T15:07:42.771546
PeMatftz,21,12,wYE3vTTD,100,36,2024-10-07T15:07:42.771546
f5HYdV13,10,1,A2aCtL7H,100,33,2024-10-07T15:07:42.771546
ObQ1zgTV,198,2,vMBnCZ8z,100,43,2024-10-07T15:07:42.771546
J4pS5q5W,225,5,uthoBa6S,100,6,2024-10-07T15:07:42.771546
ACAk0v85,243,8,AhlnsWsd,100,24,2024-10-07T15:07:42.771546
cMOyutIh,149,8,QVpMebdu,100,61,2024-10-07T15:07:42.771546
OCFYOvUp,120,14,3UGEcgpu,100,0,2024-10-07T15:07:42.771546
tUiPIyex,140,7,C3vEiBKh,100,100,2024-10-07T15:07:42.771546
o3ssY3xH,198,13,IKSQ56Ck,100,45,2024-10-07T15:07:42.771546
ENLxsrEk,77,6,yrS6nAx0,100,27,2024-10-07T15:07:42.771546
ChNi1FZF,174,6,fQSaXer0,100,34,2024-10-07T15:07:42.771546
Juw7zOq8,37,16,d7aFbQQl,100,82,2024-10-07T15:07:42.772545
EAUO7kg8,128,16,CDq0bWmZ,100,98,2024-10-07T15:07:42.772545
WVNKvUfF,112,2,xCy6zswO,100,81,2024-10-07T15:07:42.772545
KKKdjCGM,118,5,lKwncdl4,100,60,2024-10-07T15:07:42.772545
qOAh75ac,292,19,bvZu7TkP,100,71,2024-10-07T15:07:42.772545
CTpXwCsv,13,5,J4khyojt,100,11,2024-10-07T15:07:42.772545
hSv7Is7X,76,8,Y48nLOHO,100,92,2024-10-07T15:07:42.772545
BcYU9ecj,71,6,gcOYuaQy,100,17,2024-10-07T15:07:42.772545
