quizId,userId,courseId,enrollmentId,totalScore,obtainedScore,date
eUab1R22,122,18,poH11k6s,100,36,2024-10-07
jouGu3JO,48,1,YZWkih0y,100,19,2024-10-07
FvdWOGu6,230,15,7ELcqu61,100,26,2024-10-07
peNPGKCu,14,12,Cvk20C2t,100,9,2024-10-07
9aZLB9l9,99,5,hwzXuJGt,100,93,2024-10-07
8Vo6fMIf,8,11,6g7Rk2NU,100,35,2024-10-07
lcMdo6vy,166,2,gMI972iF,100,6,2024-10-07
2wVdtlSr,106,6,glnr30wv,100,86,2024-10-07
zGtZ0hNG,20,16,2uxCuoEv,100,38,2024-10-07
keqOO2qL,175,20,5VM16oCt,100,65,2024-10-07
qsEqckzw,179,3,7tuGw9Vo,100,24,2024-10-07
copF8Ifb,85,2,3K7oy3Y6,100,0,2024-10-07
gacnl8di,153,1,KzeeFZ7z,100,70,2024-10-07
mHuv9bZ4,148,2,QEHipbOG,100,48,2024-10-07
mVQ9uYD8,153,12,uLLZY071,100,35,2024-10-07
qJgAuOza,111,13,eGZSQH2s,100,63,2024-10-07
O2bP2KAg,274,5,6DRDnT5E,100,100,2024-10-07
JNPB1hEx,222,12,mgGfqiDo,100,97,2024-10-07
GqXH6vpb,166,1,OScgli1c,100,77,2024-10-07
RSw8CHA9,205,9,LOnojglh,100,82,2024-10-07
hGQTMFDV,57,1,mTXkWjaR,100,94,2024-10-07
TLVEekEb,272,15,zTA5Fuu6,100,96,2024-10-07
gnppvdDR,51,7,A9g0VO40,100,12,2024-10-07
aTMIz1Fi,287,16,d3kIOkxF,100,9,2024-10-07
9QGW4hC8,288,16,2b48mJuq,100,51,2024-10-07
wUh14mfG,120,6,3XrWsTwb,100,0,2024-10-07
Qc5VnmdA,219,20,4mp58oS4,100,56,2024-10-07
ejNDQGjq,25,9,SpMPOT3c,100,42,2024-10-07
j4OZbZop,250,20,adeliF2c,100,47,2024-10-07
EE9ms6bZ,84,15,PDRJ3WLh,100,48,2024-10-07
wbmrUD8o,16,16,uVzYrq7k,100,78,2024-10-07
BctDUT5u,142,10,PzE0fKlG,100,51,2024-10-07
OYWt81gf,251,2,iBjROwXg,100,77,2024-10-07
K2iB6eRo,286,1,b90cGi4T,100,58,2024-10-07
46bzNih7,48,9,HLHQP2r9,100,64,2024-10-07
z0poanqo,197,20,RLwuq2qO,100,78,2024-10-07
3TYpeDIo,287,15,k7wjcx0R,100,37,2024-10-07
SQXaoWbI,271,9,DBZKCyQI,100,100,2024-10-07
Vo9uFrai,32,7,b7123dnO,100,10,2024-10-07
R93tlCQ3,104,1,CZSFwvh8,100,65,2024-10-07
1x0VwBZB,100,19,TDXzYoGi,100,42,2024-10-07
sPSZtcRJ,143,19,QxvPRI3p,100,44,2024-10-07
Gt1M9HQF,220,2,4VN7LldY,100,37,2024-10-07
Te47IQFN,281,2,F3yhm5W9,100,26,2024-10-07
V3YvQJo3,220,13,td7n0sXl,100,1,2024-10-07
J52uAnxz,80,20,fSHhcYzE,100,15,2024-10-07
qxM6EOLm,177,20,X5LaXTOB,100,15,2024-10-07
xaBg2yxb,97,15,lhFQM1dc,100,48,2024-10-07
ox4IuYs4,167,13,IpPdI9AE,100,24,2024-10-07
X0opRtbK,226,16,lBNLv4Zw,100,21,2024-10-07
KklqDUyq,86,3,fnN1dRYp,100,50,2024-10-07
qo4az28W,173,15,f5uYio9T,100,23,2024-10-07
HV4T5WGN,275,6,2elJLTyG,100,47,2024-10-07
obdNRUf4,290,12,pzFYbj6Y,100,62,2024-10-07
7BjYhjCN,152,2,ChdTZmSd,100,13,2024-10-07
Z3NwwJ2f,16,17,2sgERL0D,100,23,2024-10-07
YyXqXNQY,248,4,TufmKJML,100,20,2024-10-07
yqfa9Was,183,6,V8E4Aqu3,100,34,2024-10-07
aWCcVlzj,195,2,vtcutzD3,100,91,2024-10-07
y6vQhjnW,75,10,WPJivXeO,100,38,2024-10-07
eRRjmzWU,8,20,rg8vct5C,100,17,2024-10-07
VRylsDir,154,16,svw8u4os,100,5,2024-10-07
gbXELFYR,176,7,pm4OEC97,100,95,2024-10-07
HYLlQiVU,55,6,G3qAf2fY,100,73,2024-10-07
dhahDbq0,206,1,FPpT9VTw,100,15,2024-10-07
Epb683JQ,252,14,KgIDvCw2,100,12,2024-10-07
IDS3IMUq,237,4,vjfji6C6,100,84,2024-10-07
ECFqHTnF,171,6,3wUxCJG4,100,56,2024-10-07
PmUoeNPh,77,14,w3PxGny6,100,68,2024-10-07
z1dOmCF1,284,17,ovWZZ0ej,100,52,2024-10-07
YixjjK6i,293,2,fgN7ZeAK,100,16,2024-10-07
wUCtS2hZ,98,2,y46bFimv,100,56,2024-10-07
gLt3Lwit,57,11,X5v93atF,100,82,2024-10-07
SBaL1O1Z,249,2,8hJ2yTJ6,100,58,2024-10-07
i9QGHH4V,39,9,5azb2NRC,100,92,2024-10-07
BkqG3Ruw,266,11,vafUzfN8,100,88,2024-10-07
prJzPca8,280,8,5krTG4Ji,100,5,2024-10-07
21jtVbcY,13,13,0qupUGTN,100,83,2024-10-07
K0WpNdCP,245,4,NmuaarLm,100,23,2024-10-07
xwwLoW6r,201,6,KOeRXMsA,100,52,2024-10-07
TZCAzTv3,160,1,c5ARqWn4,100,44,2024-10-07
DTehMrWY,287,1,nkpFDiCV,100,26,2024-10-07
cHtzjqVz,25,12,ov9jtLAz,100,54,2024-10-07
UdwmrrEF,137,16,RvXQ8TNG,100,73,2024-10-07
XuTceJFl,117,15,GjrlK2jk,100,38,2024-10-07
0m5jRADw,57,4,JG1L9V3z,100,92,2024-10-07
CE8sHEru,130,19,rrBWfC7D,100,0,2024-10-07
xgpFpFig,117,1,Y9DY3q35,100,70,2024-10-07
0ZGdiz3G,248,5,H4iUlRYk,100,36,2024-10-07
UP6alnez,59,12,pB8ZRDoy,100,48,2024-10-07
yFny6wN5,134,1,DNrTfQm4,100,8,2024-10-07
2pfYHYZ1,200,12,bnRAw3iX,100,86,2024-10-07
eJZYr8MI,71,17,8QG3qbuc,100,26,2024-10-07
uZ2j3USX,296,1,zGK7LKh5,100,60,2024-10-07
vMXEPFhM,80,19,cLbRDPFl,100,71,2024-10-07
V1Ih4sJt,259,17,zEMC6XFO,100,6,2024-10-07
dS6W6aTD,105,18,7AuN4BP4,100,82,2024-10-07
EL5qdKyp,44,14,OdQ2WJlr,100,18,2024-10-07
BqJoNe4L,105,11,61eD53AU,100,88,2024-10-07
9IJnGu9U,268,17,IRrIlSGW,100,18,2024-10-07
otMZ7fYB,284,1,OjFNiogS,100,24,2024-10-07
irQRHW98,251,8,1ckPSP6g,100,25,2024-10-07
usuKksDM,73,5,m73ltyl3,100,74,2024-10-07
SYq5qUgp,197,19,brPfiKg6,100,78,2024-10-07
XVYHA4GT,254,2,15pgg9sN,100,31,2024-10-07
KBj8HckL,152,13,us5evNCg,100,60,2024-10-07
WvfsaVc4,93,7,6FCeuZMM,100,21,2024-10-07
2Z4b4IIo,260,9,B20TJEQk,100,63,2024-10-07
U1bBaMTL,187,4,Ip9sGiQG,100,81,2024-10-07
R1yi8NWs,255,11,i5TUTklZ,100,38,2024-10-07
a3YDloHE,151,7,JNAbTKMe,100,6,2024-10-07
x9LdcJBp,131,18,F3tprgIA,100,90,2024-10-07
sWQ775IP,66,9,Fe6U4XWP,100,91,2024-10-07
7O38pO9w,271,5,S5TVcChR,100,3,2024-10-07
lh2A4jXZ,175,15,5yLM7Lcg,100,35,2024-10-07
hCpn6MxG,125,14,KExqeQ0e,100,21,2024-10-07
fYwnHNIL,127,12,weBN22Tz,100,63,2024-10-07
16dBk37p,48,14,ZlBsWfpc,100,100,2024-10-07
QcOZiYab,120,5,uk1GofzA,100,95,2024-10-07
8MVxwa1I,287,11,sJGSi04e,100,6,2024-10-07
cxOZlEHe,218,7,O9QZlhQW,100,76,2024-10-07
tx8L3oGb,108,6,8YJLhSqx,100,70,2024-10-07
xQMeiFIf,30,7,BHNJMGQo,100,4,2024-10-07
ter1ksyy,17,1,5KQoT37P,100,69,2024-10-07
9E5olzQm,37,15,J7U2Z7es,100,0,2024-10-07
SUNBZTOI,293,12,0w7JjJ6Y,100,55,2024-10-07
oi8LjMiT,134,17,OdaKpbHZ,100,21,2024-10-07
M69xXBuo,216,20,qiKoOuys,100,47,2024-10-07
43sTX73N,91,2,xH7AbVGm,100,9,2024-10-07
NYJGnDJ0,110,5,Gaq2cwQ4,100,19,2024-10-07
QUmGbhkf,292,6,nyrq84c0,100,77,2024-10-07
QXr21Suo,127,6,UnCKWEnD,100,75,2024-10-07
Khhil6Cn,261,11,gE1ddG8e,100,48,2024-10-07
3hKGaLgh,167,16,cJw8OCAm,100,48,2024-10-07
avYd0s7m,208,19,ujxOgJmB,100,20,2024-10-07
rvEVESMh,57,6,A0vEG8OH,100,0,2024-10-07
twJEhRdS,293,10,sfwKCyD8,100,87,2024-10-07
KvVx7O3U,205,6,XnPjsgvz,100,12,2024-10-07
Kp3g3CIp,276,14,amjjtDH1,100,95,2024-10-07
FrmkaSby,263,18,wPCQDHAe,100,85,2024-10-07
vuxKpt5p,124,10,3hTEJmhu,100,100,2024-10-07
oRlJvQBP,1,20,1u74V6Pj,100,94,2024-10-07
g70zoJqm,260,12,ACv27YDt,100,100,2024-10-07
d43Ibz03,208,11,ifQ63gv9,100,93,2024-10-07
Xll7otf6,88,1,u3fL4vtH,100,74,2024-10-07
IMFFZcZa,84,5,TY4BvieK,100,5,2024-10-07
ZsdKPFc8,241,13,7ROXyOWe,100,47,2024-10-07
39Q4qsft,290,14,5HcDkIT9,100,100,2024-10-07
RlG39ogY,229,9,1wZ9dQDx,100,84,2024-10-07
trzfEoQp,278,2,TDPDi9NZ,100,79,2024-10-07
qYHiqvK6,190,6,NMA75tb1,100,76,2024-10-07
o1q6c8q6,138,18,2aWrtB4L,100,63,2024-10-07
FWrOx9IO,247,20,45Rph7Sa,100,77,2024-10-07
qbxu4ucZ,243,5,Bmbc06N8,100,40,2024-10-07
DZxMTI1N,122,19,INz6aywz,100,78,2024-10-07
vvXkZSNL,117,11,hbnBFYYX,100,17,2024-10-07
OWKDDihR,272,19,CvERswZ4,100,39,2024-10-07
6wp5Z7fo,281,11,Zbym13B3,100,22,2024-10-07
W6xYFiFF,291,13,ZGCGuovv,100,82,2024-10-07
hsfwyKBx,45,10,sE9V1CvY,100,29,2024-10-07
B60AqVLa,216,12,R899SVgE,100,22,2024-10-07
6JWvskbm,285,7,ZglDvN1v,100,47,2024-10-07
eNXAV2NR,147,19,vGkatize,100,80,2024-10-07
NjycOQDL,179,17,q0XjTfYF,100,70,2024-10-07
lWxwtcy5,49,20,CEYATGVV,100,20,2024-10-07
1fgTZ5zS,299,11,cwSSX6el,100,14,2024-10-07
2X1uDYaW,211,7,gNVJVXNd,100,77,2024-10-07
1mNgMDUH,147,8,fvrKmggp,100,78,2024-10-07
8O8skH1T,177,17,EcX601D9,100,35,2024-10-07
bDVPiWEy,207,14,Wh7u2EIR,100,99,2024-10-07
4buLYK5t,87,9,EPMzrC94,100,94,2024-10-07
oHo99cNi,198,10,UTx3a3vD,100,20,2024-10-07
fqdZ6qJS,156,1,fw7ZNB8v,100,59,2024-10-07
lj9u6D5s,8,15,bCFR4QWC,100,78,2024-10-07
WXTTEC8l,216,11,zktTppU9,100,98,2024-10-07
JqHrJMeR,188,14,MKdbqTTN,100,4,2024-10-07
1ih5elrD,300,19,zOGQ6lOW,100,20,2024-10-07
lRFML2eN,66,18,Fs4RTbfH,100,56,2024-10-07
i6nYROYV,55,12,ThVijHLG,100,28,2024-10-07
5NAjhT2O,156,4,84vnlmJL,100,33,2024-10-07
VeXHuhZ3,212,11,7pnYoDiT,100,79,2024-10-07
OpAtAcOu,27,16,MOnQkQXJ,100,100,2024-10-07
Z02IMzKM,21,19,hKqDPyX0,100,52,2024-10-07
2pGY5Lif,209,1,wvO0EFcw,100,54,2024-10-07
KRhgMQRV,177,3,8A39bnqH,100,76,2024-10-07
TkLHvELa,177,11,thX9Xwji,100,84,2024-10-07
O7XjncUr,64,5,LzKcp6pB,100,51,2024-10-07
bDKVZYrn,150,1,TTkaCL53,100,8,2024-10-07
XJQ04hHn,35,3,colVkN00,100,87,2024-10-07
3KjH27rO,202,5,qN8TOFX0,100,77,2024-10-07
KDhtz4aT,269,19,CK8Ei2cZ,100,8,2024-10-07
CG94liKg,257,5,0pQpkd1Y,100,30,2024-10-07
FMmFUt7s,260,3,VN2XADPn,100,0,2024-10-07
iCLA8NoC,108,4,Wu2G3ahO,100,55,2024-10-07
UWEYH0pd,198,12,RMWVJyRh,100,71,2024-10-07
PJ0IUW1Q,112,20,mlNxzwkO,100,62,2024-10-07
4UBk1ncl,109,8,GaOUIjJN,100,81,2024-10-07
RRdLThaA,293,4,cYb1VRQb,100,15,2024-10-07
se1RkWlZ,116,6,BLDrAx6y,100,0,2024-10-07
bqiVlkmv,30,20,iv4qV7sa,100,29,2024-10-07
nh64GFR8,291,5,hLwBjRBP,100,23,2024-10-07
TEi2hxh3,126,11,fmSG8n3T,100,70,2024-10-07
e1iQzoe4,255,17,EY8pjslv,100,41,2024-10-07
H9egAjij,82,10,RzOngYg3,100,53,2024-10-07
9Ml5dyj1,73,12,XqwWSSKn,100,91,2024-10-07
7mY0Wo6V,13,9,RTaJentV,100,73,2024-10-07
qAZbLqUC,19,7,3UACgkjT,100,45,2024-10-07
osz04tlI,278,9,PZ51zwAf,100,54,2024-10-07
tAxwrpG7,207,9,2Z1GesFl,100,5,2024-10-07
up6NzHJp,238,16,hQG44Whe,100,26,2024-10-07
ABLEZqQk,212,14,6xacZ4L4,100,62,2024-10-07
YM3Xcu3s,119,2,3Uk71vq6,100,41,2024-10-07
rtOt1mm1,122,1,LgQxMc5p,100,80,2024-10-07
KQa8FK0s,251,15,K04RQhCR,100,82,2024-10-07
YXGi8z6N,265,1,ClBq6bxP,100,54,2024-10-07
UhvTjLWd,154,20,lmBje3mg,100,57,2024-10-07
ctjFTgNc,73,2,iU68qDaA,100,61,2024-10-07
fIj9ax4I,65,18,UPUWCYoH,100,34,2024-10-07
LrBlod4L,260,5,K0YMABZB,100,23,2024-10-07
LNo7Op0M,15,4,qidHdV0x,100,53,2024-10-07
BNIdRD0Q,91,15,aV8Hc78C,100,65,2024-10-07
Ps2tDdgG,231,4,IIPiK4MV,100,8,2024-10-07
m9huLIxV,146,17,fN1OwkfY,100,1,2024-10-07
0ExLyv1M,153,2,cRODj4VJ,100,8,2024-10-07
MmIRGg2g,241,17,f2SrjeDF,100,6,2024-10-07
PeMatftz,21,12,wYE3vTTD,100,36,2024-10-07
f5HYdV13,10,1,A2aCtL7H,100,33,2024-10-07
ObQ1zgTV,198,2,vMBnCZ8z,100,43,2024-10-07
J4pS5q5W,225,5,uthoBa6S,100,6,2024-10-07
ACAk0v85,243,8,AhlnsWsd,100,24,2024-10-07
cMOyutIh,149,8,QVpMebdu,100,61,2024-10-07
OCFYOvUp,120,14,3UGEcgpu,100,0,2024-10-07
tUiPIyex,140,7,C3vEiBKh,100,100,2024-10-07
o3ssY3xH,198,13,IKSQ56Ck,100,45,2024-10-07
ENLxsrEk,77,6,yrS6nAx0,100,27,2024-10-07
ChNi1FZF,174,6,fQSaXer0,100,34,2024-10-07
Juw7zOq8,37,16,d7aFbQQl,100,82,2024-10-07
EAUO7kg8,128,16,CDq0bWmZ,100,98,2024-10-07
WVNKvUfF,112,2,xCy6zswO,100,81,2024-10-07
KKKdjCGM,118,5,lKwncdl4,100,60,2024-10-07
qOAh75ac,292,19,bvZu7TkP,100,71,2024-10-07
CTpXwCsv,13,5,J4khyojt,100,11,2024-10-07
hSv7Is7X,76,8,Y48nLOHO,100,92,2024-10-07
BcYU9ecj,71,6,gcOYuaQy,100,17,2024-10-07
up32y9Q9,225,7,QeaDy7kn,100,88,2024-10-07
bHb0AqlV,283,11,pSkNV3oO,100,50,2024-10-07
rwU7pJGz,162,12,Hd8nFksy,100,52,2024-10-07
Ii6wCVin,21,1,cA3h0shy,100,1,2024-10-07
ue23NtMb,278,8,COhfXwGi,100,74,2024-10-07
nnMhSWs4,168,14,LbyEfenG,100,100,2024-10-07
U5DdzcUZ,79,1,9fw5D6rq,100,60,2024-10-07
HYy4WFIR,11,18,HwotHS24,100,52,2024-10-07
jKMJwUE2,9,1,PixhViWj,100,63,2024-10-07
F69bJC1T,68,5,5F6WGCZy,100,80,2024-10-07
DvsfEHhO,267,8,vmH6IGY2,100,88,2024-10-07
35xmRDPO,219,14,nWCcrRJf,100,68,2024-10-07
R3sX29OK,249,8,j1KKkyey,100,31,2024-10-07
KuEvfv5j,242,2,EWOuR6v2,100,27,2024-10-07
vHEyyzIE,241,8,Gyjuicno,100,72,2024-10-07
ROX8kQTq,100,16,Weakyj32,100,55,2024-10-07
bOqpv2BG,157,20,usMcZhdX,100,44,2024-10-07
QcQUwgVk,241,18,53PYuM9M,100,61,2024-10-07
I66d6JBm,32,14,y1GbALaq,100,90,2024-10-07
E3PTT0jq,157,9,OOi5zjlV,100,35,2024-10-07
PqPxxS1N,83,16,ioDGmi8e,100,75,2024-10-07
aj8Mj2Ho,289,14,Kajuobyn,100,78,2024-10-07
WRslPdUB,203,17,rsSqCLtG,100,85,2024-10-07
BsiXKOgN,187,7,FvgGLUlL,100,7,2024-10-07
RIzWZE2j,252,2,ZMXP3XF7,100,74,2024-10-07
pM0dk1Ws,164,11,k7yqtl3R,100,40,2024-10-07
qIgCuWBy,127,9,l7mFGVZP,100,99,2024-10-07
vc53cSsS,78,14,jkkjUfLJ,100,32,2024-10-07
GRhqaLD7,183,13,WvsYrBnz,100,52,2024-10-07
TxlaQGoq,147,14,FLanaPDb,100,55,2024-10-07
lz2yeBoL,175,12,0GrwHkbW,100,21,2024-10-07
1qQMZvwQ,86,9,An4MPebT,100,88,2024-10-07
dII1QvgO,184,18,VXoVs7Dq,100,97,2024-10-07
lrplUbBc,205,15,CRlQaIxg,100,97,2024-10-07
Lnqxq1SA,103,16,bAbgHj6O,100,18,2024-10-07
LCQ31XSq,228,19,0xaVIxPZ,100,21,2024-10-07
xUdT32oj,32,16,gQrIfltE,100,79,2024-10-07
T37PARQM,213,8,XEhVu72u,100,25,2024-10-07
CazfTHW9,25,4,EaSvt5UT,100,78,2024-10-07
VxUfTYbO,150,5,A9j59yH9,100,92,2024-10-07
reUPETKJ,8,13,aHBWSbWO,100,98,2024-10-07
2x8whT2x,232,14,ZC2l10tF,100,84,2024-10-07
ZgVvYpHP,168,3,RrykodpD,100,71,2024-10-07
i2JSNPLW,273,7,LLjJltj4,100,75,2024-10-07
e7Nd5DFv,128,6,Sb79GbU4,100,81,2024-10-07
tmoXes3w,137,20,rZwlcp40,100,7,2024-10-07
5jGgiLO8,265,14,aXGz08P6,100,72,2024-10-07
9YgfT7ru,273,15,d2WMUcEu,100,38,2024-10-07
Y9pJN8Fr,75,13,Fm1hbvHq,100,14,2024-10-07
OtLj0XM7,157,14,b0t2khTt,100,80,2024-10-07
RAed5kr6,143,8,ggUqOaKf,100,71,2024-10-07
y0nWG5QU,207,10,Z8NisgFV,100,69,2024-10-07
QyO4DcGu,94,10,S0H7Y0Oz,100,89,2024-10-07
3vk2oaUA,20,18,CS21vnmT,100,13,2024-10-07
LA1gHMJc,257,13,08ediptl,100,36,2024-10-07
2B3viLyD,77,19,h1KBPeRn,100,2,2024-10-07
WfBK0QRw,12,15,38chpXj9,100,64,2024-10-07
TxX0vSo8,180,12,f9AWWmsN,100,37,2024-10-07
WYzY6M6R,75,14,zWSlGEs9,100,15,2024-10-07
KclBJZ1Y,135,1,Bc0cPig0,100,33,2024-10-07
fMlkfJHb,199,18,93ReeIKQ,100,64,2024-10-07
Nta4qmxf,132,13,eFl6hvqv,100,100,2024-10-07
QUSeUly5,37,7,zF4nNZH5,100,89,2024-10-07
StJheC2i,131,3,MAE7ynVg,100,63,2024-10-07
4yjYoXFp,226,6,1dqxHrie,100,58,2024-10-07
mV4bzh6a,221,12,Qmodcjqf,100,66,2024-10-07
9M44ZUYh,60,4,54pYG1cA,100,67,2024-10-07
SZ8xf0VT,264,13,u9Fn8TUo,100,47,2024-10-07
9YIecjV1,13,16,PHDSBGDv,100,97,2024-10-07
4zBfGgRf,253,15,Y44NiyGS,100,55,2024-10-07
YqODRzFz,137,13,p5tni6la,100,3,2024-10-07
O6DFiNgF,55,1,YWRwLwTH,100,92,2024-10-07
anWagVaJ,9,20,oyoGYHi0,100,20,2024-10-07
LPlmY1Xx,229,13,xMIA9ac4,100,61,2024-10-07
0IVRd97o,190,13,1flfaMOl,100,41,2024-10-07
tazNLTvQ,50,16,CC20W6xG,100,8,2024-10-07
UV2tBKBv,135,8,BTLm6EWX,100,80,2024-10-07
CAHGy5lm,197,12,EsQZ8iZF,100,45,2024-10-07
LQQgVcCK,169,10,COIV4FVo,100,100,2024-10-07
6X72Acrf,28,9,rWaECcsA,100,13,2024-10-07
RAhRpDFE,114,9,LFYy2Brf,100,70,2024-10-07
ZcQyXcYW,176,20,3H35egdm,100,2,2024-10-07
jAVyoVCq,47,10,ojvbdyBT,100,97,2024-10-07
8688bUw9,267,3,syNGHgi4,100,67,2024-10-07
PbbgZNXK,276,10,R2Kry3K4,100,20,2024-10-07
nHOIEthT,59,13,F2APXR9f,100,11,2024-10-07
D1WjanB6,60,2,gmCVpqbb,100,42,2024-10-07
35Sb0e2q,224,13,x36qONhE,100,84,2024-10-07
j5wNI8yx,143,6,jlHjAVkZ,100,66,2024-10-07
PLAtpZnF,203,12,BMuFciJ2,100,44,2024-10-07
9MUfALqI,85,13,CClVjdZV,100,10,2024-10-07
t8cQVtIT,186,6,fRvEPtcs,100,63,2024-10-07
s6bvR2tf,231,11,8IcMgC0Z,100,80,2024-10-07
4a6PGCN0,266,18,K0gyloYl,100,4,2024-10-07
5aZ9V3SD,140,12,hD74ygh6,100,57,2024-10-07
1NFjaSxi,192,12,SXxG0nxx,100,43,2024-10-07
cwNLPxC5,159,18,aEHSffDx,100,19,2024-10-07
qp1BayJQ,28,20,L5jh8EpT,100,12,2024-10-07
3VngaShj,162,11,gj0RXNfc,100,53,2024-10-07
apNI2QbU,141,13,UOkvfzrC,100,0,2024-10-07
IJXCtldv,288,8,zLSmpMKS,100,94,2024-10-07
cVsEaIgH,43,11,USJxcD0f,100,63,2024-10-07
Wl9o1bPp,24,4,hJuJaVva,100,82,2024-10-07
U7L6ZDaj,58,15,LQW0FdW2,100,84,2024-10-07
UiR2Rpt7,29,10,GemwUyc1,100,96,2024-10-07
jThAIroA,209,11,tuYAGvMh,100,9,2024-10-07
2W3M8VZ1,115,13,QIe6a7aF,100,14,2024-10-07
9j7WGFng,242,11,L959qDo7,100,88,2024-10-07
8sjn3MSz,139,20,ieY1yr5O,100,36,2024-10-07
qls2oQZz,23,2,trKuJLD6,100,100,2024-10-07
LoD7XkN6,35,4,dygoktnT,100,36,2024-10-07
AXfnCFid,59,3,GOZ2gigP,100,88,2024-10-07
DGrEwFWR,219,19,GMTOf7mP,100,1,2024-10-07
lcefFqe3,139,7,78cfXGNL,100,12,2024-10-07
xTmcAHsZ,89,14,YlfSoew9,100,63,2024-10-07
3HifwcgF,239,6,RRgfiUsF,100,0,2024-10-07
9VuuZNLl,131,9,b6rqcNVC,100,1,2024-10-07
Ow9r4qfC,112,13,xUQ9OgbT,100,32,2024-10-07
EB5obZVy,210,12,7jzLKgVt,100,68,2024-10-07
XqYuxyjC,35,13,YhX04TDc,100,2,2024-10-07
z2sYPwEK,40,13,N6d122qp,100,3,2024-10-07
5alRUhyq,148,14,acgCt5cT,100,40,2024-10-07
Vs2oUddM,136,13,EMdeOrMx,100,25,2024-10-07
hxhUOZeQ,46,20,tU644TLD,100,0,2024-10-07
BjmbbQpl,181,8,aROzQxzp,100,65,2024-10-07
X923vI2O,29,13,qz9bVTzO,100,71,2024-10-07
LDYXHOyv,147,4,t6U05awK,100,85,2024-10-07
M3BxZBjP,155,19,4efcc858,100,89,2024-10-07
hTBFoIzG,22,9,f4M1GckP,100,84,2024-10-07
70uoU6Lh,295,5,b9ydDB4q,100,61,2024-10-07
dwAUc8C5,54,13,8lcGB7mH,100,20,2024-10-07
7LWucbtQ,162,2,asbSXWOI,100,25,2024-10-07
uiHvJRGY,89,4,rW7Myt1D,100,15,2024-10-07
U9vXqbpT,179,19,ZAJKl5cm,100,61,2024-10-07
uPb8arDr,129,14,ipxXqWFo,100,3,2024-10-07
iMtlisgy,90,18,RfgNPjFb,100,36,2024-10-07
IudiTMrt,196,4,acl9vEHR,100,22,2024-10-07
nr2eKst6,216,1,mpibyJ0A,100,19,2024-10-07
XWQbpYdA,197,9,eRHlauf1,100,32,2024-10-07
7Xj98njF,145,6,rZZFUYcA,100,77,2024-10-07
WBOsjv6b,121,2,4ZutsEeG,100,24,2024-10-07
dwKYFVpD,43,7,HW2Ghn15,100,42,2024-10-07
rnLJjHEX,144,11,YeQfPuLv,100,39,2024-10-07
Csl4vI8a,253,4,eHz3Ngpl,100,61,2024-10-07
LdwzBzsA,226,5,IK9UtxQY,100,69,2024-10-07
DDshseZn,60,15,LuWIzvSQ,100,79,2024-10-07
fZB6zCJ0,165,20,5z9PiucQ,100,12,2024-10-07
ttjNTqQb,32,2,xNHRGSaO,100,99,2024-10-07
SK4N8RKe,263,10,2SgneOow,100,24,2024-10-07
uFeZrsBL,170,18,Wmw0LK8q,100,63,2024-10-07
KqO4FpgQ,70,11,B25XRt9B,100,18,2024-10-07
dPCjDTDs,58,8,u489UVDR,100,96,2024-10-07
T2SRtQ97,120,17,Mfd7iUsu,100,93,2024-10-07
Y0LyVObs,228,10,aCoZVfsu,100,96,2024-10-07
qlCtHz7j,1,3,osyiUEFn,100,0,2024-10-07
PcOZSMp7,276,11,uvrGZxvH,100,78,2024-10-07
KFdsYuQw,81,5,Othl3mlq,100,7,2024-10-07
0mOu0pkG,156,10,IRJj6Pev,100,68,2024-10-07
ACcfJshb,298,4,7aLFh4ug,100,74,2024-10-07
07CYv44z,140,16,okyVdqhs,100,91,2024-10-07
GOG2AM8e,232,20,5F08qmmP,100,55,2024-10-07
fMdawwmo,251,12,R5Cdg70C,100,27,2024-10-07
I3tTkkrw,124,5,ScWoKCT5,100,66,2024-10-07
jtyucCCs,184,17,VNaNDBun,100,59,2024-10-07
5SU4rEvW,159,11,N4nMuRgm,100,14,2024-10-07
FLv5YrF1,255,9,03zpS2n0,100,91,2024-10-07
qgUAx7n7,80,17,bTb5bchH,100,96,2024-10-07
giwVmGA4,276,9,wmmyJQQa,100,1,2024-10-07
1uapNydu,249,15,x7as7Y1t,100,52,2024-10-07
cvksHYPG,12,7,CJAdxliN,100,37,2024-10-07
BxK3ZtqO,240,20,DJnxsQD5,100,80,2024-10-07
Gon1YHkc,78,7,z1u19QHW,100,79,2024-10-07
ZeIOpCaO,212,5,2jdKrlLA,100,81,2024-10-07
A7pyo9BE,300,12,HuIeGyyO,100,65,2024-10-07
Qga9yD0n,271,4,doQ561W9,100,68,2024-10-07
5OmTDPGV,216,5,kUPXL8iI,100,73,2024-10-07
TnnTyaaJ,74,1,f7Q3Ltl0,100,75,2024-10-07
EufBjtN5,211,11,6M0cSdXh,100,80,2024-10-07
nS1SO4qW,111,14,8IqaAsCq,100,99,2024-10-07
fgMIUoLI,97,5,XW9ROwK8,100,46,2024-10-07
JjBMO1Rv,178,7,MgLFOk18,100,84,2024-10-07
UYdH4j2Y,3,12,x7qPsxFT,100,13,2024-10-07
kNnJohIe,285,12,svuKEtni,100,41,2024-10-07
ftDovMNE,157,10,ffrCjt8U,100,13,2024-10-07
SuTlj302,204,13,AZUg2Zkf,100,49,2024-10-07
GXE19rOe,143,11,D2j5PYbi,100,93,2024-10-07
XymRZLp7,144,4,7jcD7HIJ,100,79,2024-10-07
