feedbackId,courseId,userId,enrollmentId,overallSatisfaction,contentQuality,instructorEffectiveness,comments,createdAt
Neipk6Is,20,242,XhJtf5Ih,1,5,2,Great course!,2024-10-07
0Iemru3F,10,26,BpM3j3UT,5,2,1,Very informative.,2024-10-07
8mvsdEe6,2,155,HErijm52,1,2,5,Very informative.,2024-10-07
x7mUcKX7,11,297,XwROCLCz,4,3,3,Could be better.,2024-10-07
T0eOIlRf,17,239,IfhMKPq3,1,5,3,Very informative.,2024-10-07
Yz5yLA7b,15,210,yQgg0NSL,1,5,1,Great course!,2024-10-07
3YvJtt23,6,178,HlYHjJ3U,4,5,4,Great course!,2024-10-07
czvKZG8l,11,197,ArZ0yunb,5,4,5,Very informative.,2024-10-07
GHqGYjtE,8,245,BMpoM9zV,5,5,4,Very informative.,2024-10-07
h5zjzlCs,1,151,NYuVkSxl,5,3,3,Could be better.,2024-10-07
c6zqQawp,14,300,OJyrcgLf,4,1,1,Could be better.,2024-10-07
e1jVfaR8,11,186,3tqA3Coi,5,3,4,Very informative.,2024-10-07
iS7zDF58,5,15,pYXTDWo7,3,1,2,Great course!,2024-10-07
k2GwPaOc,13,164,KW2eO9Hm,2,4,2,Very informative.,2024-10-07
FjjG2kSd,18,245,izZ4SzdI,3,5,2,Very informative.,2024-10-07
yTycc91I,13,80,1A5Dlcpi,2,1,5,Great course!,2024-10-07
ceTTYPkN,5,144,mzwNsCnF,4,1,3,Great course!,2024-10-07
HJYxRX4F,19,291,Qs4I6ehF,1,2,3,Great course!,2024-10-07
tWc8he1A,15,20,zTIf89Dw,1,2,4,Very informative.,2024-10-07
wR9GVQwi,3,49,cUVG6EcG,5,1,1,Very informative.,2024-10-07
6JG5p8Te,16,127,3Eiv7bc0,4,5,2,Very informative.,2024-10-07
E4Wi3Ki8,19,204,qeFo2SEB,4,3,4,Very informative.,2024-10-07
UHOsQXck,2,288,N7zKtUta,1,4,1,Great course!,2024-10-07
POZLkMCK,15,252,VHz1vrbe,3,1,4,Great course!,2024-10-07
EofHKTVp,15,239,subzBb3t,3,2,3,Very informative.,2024-10-07
PHu0p81t,6,199,NxbiPAKM,1,5,3,Could be better.,2024-10-07
gRBdGCFz,10,145,RovNzEMV,3,2,3,Great course!,2024-10-07
WnzmljPu,1,299,YQqle4hV,4,5,2,Very informative.,2024-10-07
QzHUGttu,18,217,yAaWcyse,4,3,5,Very informative.,2024-10-07
fA0jKj28,11,49,W9ADiFs7,1,3,3,Great course!,2024-10-07
OJZ6avkq,8,132,sDkSeOpm,2,1,5,Could be better.,2024-10-07
0RIjmAkk,8,163,VF6yDVZY,3,3,2,Very informative.,2024-10-07
IY2juEeO,20,159,25RrQWQD,4,2,4,Great course!,2024-10-07
Tzwce9n6,7,101,iriMqvpI,3,4,4,Very informative.,2024-10-07
rgpxzIcq,6,194,URUNap3P,3,3,2,Great course!,2024-10-07
ZRq2XIPy,20,27,acFsOEUf,2,3,1,Very informative.,2024-10-07
tXdOFPyu,16,40,bh5LPPi6,2,2,1,Great course!,2024-10-07
zaPddSYB,6,69,X4K8H5tG,2,4,3,Great course!,2024-10-07
hDlWAh3I,2,2,KyzvJPU3,1,2,1,Great course!,2024-10-07
KCjUZ1AO,2,211,BspV7drx,2,1,4,Could be better.,2024-10-07
PdCXmlKV,8,104,m52topyW,2,2,2,Very informative.,2024-10-07
WvgrwgXn,20,53,i4XBSh1C,4,4,5,Great course!,2024-10-07
6LF9diyP,13,71,JNdEZcqc,3,1,1,Very informative.,2024-10-07
FqexGVL2,12,103,wSkp1ObM,4,5,4,Great course!,2024-10-07
6cIp1RIB,3,252,uGyXfXdw,3,2,2,Very informative.,2024-10-07
LxIej3D6,18,87,ahSCsGJB,3,5,5,Very informative.,2024-10-07
Ezjqhmig,18,212,itilJaou,2,3,4,Great course!,2024-10-07
F4EcAzbi,9,55,Z0ExHsyb,1,2,1,Great course!,2024-10-07
aN3NxUrL,1,85,WMAQC0b3,4,2,2,Could be better.,2024-10-07
cfXqBJls,12,32,grADi12j,3,1,4,Very informative.,2024-10-07
8nDa2cfT,3,222,vd9WvNKc,5,5,4,Great course!,2024-10-07
TcJ1HBmG,13,127,EGM3TCVQ,2,1,5,Could be better.,2024-10-07
iKr8uzel,3,215,3Ocb430y,5,4,1,Great course!,2024-10-07
JFJagLIu,8,167,bu5hfVmS,4,5,5,Could be better.,2024-10-07
Pw4xrmyw,5,129,Jy94RDEn,5,4,3,Great course!,2024-10-07
Zh7cDODx,10,165,8k9oP7i6,4,4,1,Could be better.,2024-10-07
n1EIjrAh,12,275,wgc48jeS,3,3,3,Very informative.,2024-10-07
3zm1wsUX,14,205,uuWD6OUH,2,2,5,Could be better.,2024-10-07
doeLCmMm,16,215,zLnUmxEa,5,2,5,Very informative.,2024-10-07
IBHhGcyY,6,110,gsiO1gAh,4,2,1,Very informative.,2024-10-07
7dR4MYkb,5,67,OEMdfkxd,5,4,2,Very informative.,2024-10-07
3Jr8BTmw,15,13,2yJrPNwJ,4,1,4,Very informative.,2024-10-07
BiIpItP8,6,273,z6bEdHzK,1,4,4,Very informative.,2024-10-07
3MFHwjkB,9,251,Qg5PJrS0,2,5,1,Very informative.,2024-10-07
P9X4gAsc,3,6,JKra4VR8,5,2,2,Could be better.,2024-10-07
j0Nq091A,3,73,nxcx741A,3,2,5,Could be better.,2024-10-07
btIinU77,15,90,oItHmUqT,5,4,3,Very informative.,2024-10-07
qCAvcLLX,4,177,SmlybgVU,5,3,5,Very informative.,2024-10-07
VyS7C9YC,4,183,yeVqVXJw,3,2,3,Could be better.,2024-10-07
UlL3WTGl,16,144,KklZiGuQ,1,5,5,Great course!,2024-10-07
OkogYeqW,8,196,d5RFhfBA,1,2,5,Great course!,2024-10-07
9YMSW1L6,9,211,8wMpgahQ,5,1,1,Great course!,2024-10-07
5vuAdU6S,7,102,EL1Vn0to,3,3,4,Very informative.,2024-10-07
r1Ep2Pcn,13,95,sGw63QQw,1,4,4,Very informative.,2024-10-07
HZCAC7PL,13,143,2J9tpPT0,1,4,2,Could be better.,2024-10-07
QQDjKO8v,1,48,YZWkih0y,1,3,3,Very informative.,2024-10-07
KWdFbWhp,15,230,7ELcqu61,3,1,1,Great course!,2024-10-07
IekDZakV,5,99,hwzXuJGt,5,4,5,Very informative.,2024-10-07
UMtILp44,3,146,OYVpSijG,3,1,1,Very informative.,2024-10-07
2I7Yk5iq,2,166,gMI972iF,5,4,4,Very informative.,2024-10-07
ptu1ZOS1,6,106,glnr30wv,2,1,1,Very informative.,2024-10-07
Qk5qjCwM,3,220,7ajfjibn,3,2,1,Great course!,2024-10-07
XInftLlZ,14,228,CNj9mPOi,2,2,3,Could be better.,2024-10-07
Sn8XAxEi,7,7,P15rAqi0,5,5,5,Very informative.,2024-10-07
oidZIHJo,2,85,3K7oy3Y6,3,2,5,Could be better.,2024-10-07
MLTdGrYE,6,282,2fIjySHw,2,3,3,Very informative.,2024-10-07
BJGQoiIV,12,153,uLLZY071,4,4,4,Great course!,2024-10-07
58DHd9ux,13,111,eGZSQH2s,4,4,3,Great course!,2024-10-07
OUN1p9qk,5,274,6DRDnT5E,4,4,3,Great course!,2024-10-07
4i8dOX5l,12,222,mgGfqiDo,4,3,4,Great course!,2024-10-07
KeHIfuRk,1,166,OScgli1c,5,3,4,Very informative.,2024-10-07
2XQXJtN2,15,272,zTA5Fuu6,1,2,5,Great course!,2024-10-07
oICIUX2T,12,279,ANEWQViG,2,3,2,Great course!,2024-10-07
jupgnUac,16,287,d3kIOkxF,5,1,3,Could be better.,2024-10-07
v5GIVMxK,3,65,S2p7qsAi,1,1,4,Very informative.,2024-10-07
KH7TASEv,16,288,2b48mJuq,1,1,3,Could be better.,2024-10-07
TJCe7cDx,9,25,SpMPOT3c,3,2,5,Could be better.,2024-10-07
hDH5jYTl,20,250,adeliF2c,3,1,4,Very informative.,2024-10-07
W8dO4r4S,15,197,3Webojpu,1,5,2,Very informative.,2024-10-07
KIq4mTUG,19,190,cKPdvmGn,4,3,2,Very informative.,2024-10-07
shUtCJTg,15,84,PDRJ3WLh,1,3,5,Great course!,2024-10-07
xyuWFXn9,3,114,Je90lHWD,5,5,3,Great course!,2024-10-07
BUib1REP,16,16,uVzYrq7k,5,5,5,Very informative.,2024-10-07
WittP8om,2,251,iBjROwXg,3,3,1,Very informative.,2024-10-07
VTPjpJVi,20,197,RLwuq2qO,3,3,1,Could be better.,2024-10-07
NBab6E50,15,287,k7wjcx0R,2,5,1,Very informative.,2024-10-07
xVyqGXoE,9,271,DBZKCyQI,3,3,5,Great course!,2024-10-07
v6o3CjuL,9,187,ZwiftcMs,1,1,2,Very informative.,2024-10-07
iFaG21Ke,19,100,TDXzYoGi,1,2,1,Very informative.,2024-10-07
WJqeOwxg,19,143,QxvPRI3p,2,5,4,Very informative.,2024-10-07
ZFXuFli7,2,220,4VN7LldY,2,3,2,Very informative.,2024-10-07
f66xmIyS,13,220,td7n0sXl,5,2,4,Very informative.,2024-10-07
DUKqHfMM,20,80,fSHhcYzE,1,5,3,Could be better.,2024-10-07
1DccOIwF,9,110,KY6ReBsc,3,2,4,Very informative.,2024-10-07
UBd3et4H,13,167,IpPdI9AE,5,2,4,Could be better.,2024-10-07
gIh3mT6F,3,86,fnN1dRYp,2,1,5,Very informative.,2024-10-07
6IsMjgKV,15,173,f5uYio9T,4,4,1,Great course!,2024-10-07
g7AjZLkS,12,290,pzFYbj6Y,4,1,2,Great course!,2024-10-07
6DssNOxs,4,248,TufmKJML,3,3,5,Very informative.,2024-10-07
RlhAeGbO,10,75,WPJivXeO,2,3,4,Great course!,2024-10-07
zSREKdwE,16,154,svw8u4os,4,2,2,Great course!,2024-10-07
KWlp1pH1,15,242,NMw9Xnh8,3,2,1,Very informative.,2024-10-07
xhJWRt5K,12,183,WTRqGTTt,4,5,2,Very informative.,2024-10-07
yi6B0TXV,3,300,3G2ufr2G,3,1,4,Great course!,2024-10-07
lmnMmAJA,15,45,CVaHli0j,2,2,3,Could be better.,2024-10-07
fRzgZwbA,1,206,FPpT9VTw,3,5,1,Great course!,2024-10-07
MtWE8BDb,5,280,t6huITaV,2,2,5,Great course!,2024-10-07
4WXmJZ44,6,171,3wUxCJG4,3,4,5,Very informative.,2024-10-07
GxgcNxfH,11,166,6VJtEm9G,4,4,3,Could be better.,2024-10-07
zDiJbS3k,2,129,z3A5pNhm,5,5,5,Great course!,2024-10-07
BHwXPhMc,17,284,ovWZZ0ej,3,1,4,Very informative.,2024-10-07
DsVjGfhY,19,35,1tSk4i7y,5,1,5,Very informative.,2024-10-07
iEFMN7vf,2,98,y46bFimv,3,5,2,Very informative.,2024-10-07
3oTkfZ8R,5,141,hzBQi8A0,2,2,3,Could be better.,2024-10-07
f7XZnPtR,2,249,8hJ2yTJ6,2,4,5,Could be better.,2024-10-07
rJ5aC1by,9,39,5azb2NRC,4,4,1,Very informative.,2024-10-07
rYhoY0TJ,5,218,laDACQz0,3,1,3,Could be better.,2024-10-07
YsEUSTIh,18,31,BTBd4IaA,1,2,2,Great course!,2024-10-07
Irr6zcCB,6,88,YmUMVNEL,5,3,5,Very informative.,2024-10-07
dQ4vv1bM,7,92,CiU1wRTp,5,4,2,Very informative.,2024-10-07
5dqr0pHh,2,158,TFuJGjsb,1,4,2,Could be better.,2024-10-07
vca5PhhW,10,188,bzSOHtA8,2,3,1,Very informative.,2024-10-07
Ylz02xPn,12,18,FMpS5yg0,2,1,1,Could be better.,2024-10-07
bQRV5tnd,8,280,5krTG4Ji,2,3,3,Great course!,2024-10-07
ZwefVaLy,7,199,tmbEfnnm,5,3,2,Great course!,2024-10-07
KRXWgHUx,3,219,A38vJAWb,1,4,4,Very informative.,2024-10-07
lUmDQGWY,1,160,c5ARqWn4,1,1,4,Could be better.,2024-10-07
DhvJquxQ,1,287,nkpFDiCV,2,2,5,Could be better.,2024-10-07
MZZqiPeg,12,25,ov9jtLAz,3,4,5,Could be better.,2024-10-07
7Qo2PaOt,16,137,RvXQ8TNG,5,4,5,Could be better.,2024-10-07
ofxhMvc1,16,171,7GLuEvjH,1,2,1,Could be better.,2024-10-07
PLL9kIqg,19,130,rrBWfC7D,4,5,5,Could be better.,2024-10-07
KuHyRM8p,19,9,zNaL55Fc,1,4,2,Great course!,2024-10-07
auKoimFx,1,178,McvJoETf,1,2,1,Great course!,2024-10-07
qkhJB5ws,12,249,IkM9cQ4u,3,2,4,Very informative.,2024-10-07
BlGTNBCp,1,117,Y9DY3q35,3,4,1,Great course!,2024-10-07
ifNXrNrv,5,248,H4iUlRYk,1,4,1,Great course!,2024-10-07
dhQNNgaQ,2,69,wMcPSYlV,2,5,4,Could be better.,2024-10-07
8Ie9djk5,3,145,cQrCBFCQ,5,1,4,Great course!,2024-10-07
nvGznaZ2,9,228,ql7QOOC3,5,3,2,Could be better.,2024-10-07
azMOrVMy,12,59,pB8ZRDoy,3,5,3,Could be better.,2024-10-07
AjLo28y0,1,134,DNrTfQm4,1,2,2,Could be better.,2024-10-07
L0B1GoKe,16,45,wuFtqiAA,2,5,1,Could be better.,2024-10-07
7t1AjjHx,1,77,Q1wzWKNM,4,2,3,Great course!,2024-10-07
4pYNjJls,1,296,zGK7LKh5,1,4,1,Very informative.,2024-10-07
MG5JteBA,19,93,qG72g4BZ,3,1,1,Very informative.,2024-10-07
naRDBcXL,11,25,0szqDaJJ,4,1,1,Great course!,2024-10-07
W3uqT9zP,18,105,7AuN4BP4,4,1,3,Could be better.,2024-10-07
xTxVDHts,14,44,OdQ2WJlr,2,2,5,Could be better.,2024-10-07
XFCnA3JE,11,52,tqyLBpV4,3,4,2,Great course!,2024-10-07
xY4mbWc5,11,105,61eD53AU,1,2,3,Very informative.,2024-10-07
GPF0BGVy,1,140,q7KghUXr,2,5,1,Very informative.,2024-10-07
nPBbsmEx,17,268,IRrIlSGW,3,3,3,Very informative.,2024-10-07
iJf1rONw,1,284,OjFNiogS,3,3,5,Great course!,2024-10-07
GDYEKhuJ,8,251,1ckPSP6g,4,5,5,Great course!,2024-10-07
Rj4OI6uf,17,222,qAijYi0G,4,5,1,Could be better.,2024-10-07
iYuyBhhf,17,93,bp4mkXBn,5,3,2,Great course!,2024-10-07
ZyhjrZDx,20,115,yyhzGInb,2,4,1,Great course!,2024-10-07
yYXRBJIF,19,197,brPfiKg6,1,3,1,Great course!,2024-10-07
z5xnO9Y4,6,152,zLjFO1pk,2,1,3,Could be better.,2024-10-07
8IDBSVRl,13,152,us5evNCg,1,5,5,Very informative.,2024-10-07
C4KBriJw,3,47,LIruMWPb,2,4,1,Could be better.,2024-10-07
yHlIwirY,7,151,JNAbTKMe,3,1,5,Great course!,2024-10-07
8MFeOhND,18,131,F3tprgIA,4,1,1,Very informative.,2024-10-07
v5yHMs5Q,19,146,GEvmHEU2,4,5,1,Great course!,2024-10-07
sSYhaIGR,3,211,Y0lloaoL,1,1,1,Great course!,2024-10-07
F4uf6XIb,9,66,Fe6U4XWP,2,5,5,Very informative.,2024-10-07
VWi7K6vx,5,57,JdJTgm5C,1,4,2,Great course!,2024-10-07
pq3qqNPB,5,271,S5TVcChR,1,4,4,Great course!,2024-10-07
FdkIVOoH,10,254,cWPAqoa5,1,4,4,Could be better.,2024-10-07
qv3lHzGk,13,77,doOYuCJx,3,3,2,Could be better.,2024-10-07
NXRJwjmc,15,175,5yLM7Lcg,4,2,3,Very informative.,2024-10-07
GlbtDtIz,15,155,Jr1BS9Js,1,3,4,Very informative.,2024-10-07
v6nR9qMA,14,125,KExqeQ0e,3,5,3,Very informative.,2024-10-07
tyV8FgIv,8,237,pLXiXuDT,1,5,4,Very informative.,2024-10-07
dEFOhN7O,18,57,m4IekIgk,2,1,1,Great course!,2024-10-07
CIfcMXxN,9,210,1DeB9qdP,1,1,4,Great course!,2024-10-07
fdkQIA8l,10,117,bqAfTuk8,4,3,3,Could be better.,2024-10-07
3WTE5rXx,11,287,sJGSi04e,3,5,1,Could be better.,2024-10-07
QYZTr50c,2,154,j747RjBP,5,4,1,Great course!,2024-10-07
rq7a2xgQ,6,108,8YJLhSqx,3,2,2,Very informative.,2024-10-07
zlStUH37,7,30,BHNJMGQo,3,2,5,Could be better.,2024-10-07
XJwty5St,13,1,0g7Fg5Fq,4,3,4,Great course!,2024-10-07
gSMn87TI,15,207,MnWGK8eT,1,1,3,Great course!,2024-10-07
aOJilrmp,12,293,0w7JjJ6Y,2,3,3,Great course!,2024-10-07
9fFgiuwI,17,134,OdaKpbHZ,3,5,5,Great course!,2024-10-07
wBUvcUWs,20,216,qiKoOuys,3,5,3,Very informative.,2024-10-07
5DAahmyG,6,127,UnCKWEnD,3,1,1,Very informative.,2024-10-07
Z7zcNeog,19,208,ujxOgJmB,5,1,1,Great course!,2024-10-07
i5dDXLHT,6,57,A0vEG8OH,4,4,1,Could be better.,2024-10-07
EeGH7J5p,10,293,sfwKCyD8,1,1,4,Very informative.,2024-10-07
Aq5r9Kog,18,263,wPCQDHAe,3,5,4,Could be better.,2024-10-07
mAEaBTqu,10,124,3hTEJmhu,4,3,5,Could be better.,2024-10-07
DDr1XlDy,14,112,7WFqGsS6,1,4,5,Very informative.,2024-10-07
Tc7d149i,20,1,1u74V6Pj,4,4,1,Could be better.,2024-10-07
8QikHj2K,11,208,ifQ63gv9,4,5,2,Could be better.,2024-10-07
ighM45yt,1,271,X7Ovc4yf,4,3,3,Could be better.,2024-10-07
tMMUaSF5,10,100,g2SXbSRs,1,3,1,Could be better.,2024-10-07
hX4VVoz8,11,90,U351zhoG,1,1,1,Could be better.,2024-10-07
ylCIZvnY,2,70,E7SoZ8Wd,4,5,4,Could be better.,2024-10-07
78Tgvcl6,1,88,u3fL4vtH,2,4,5,Very informative.,2024-10-07
KPavvSkx,13,241,7ROXyOWe,4,5,5,Very informative.,2024-10-07
nvkj4iP6,16,23,PZki9Qe8,5,3,3,Very informative.,2024-10-07
qmIVyCV1,9,229,1wZ9dQDx,1,4,5,Great course!,2024-10-07
27PrPqG8,1,130,ecziBaMG,1,3,5,Great course!,2024-10-07
j2xsqoIe,18,138,2aWrtB4L,1,1,2,Very informative.,2024-10-07
bgJySEKq,5,243,Bmbc06N8,2,1,5,Could be better.,2024-10-07
peRwW7RN,14,83,RoDYYi3s,4,5,4,Very informative.,2024-10-07
68sRpZuJ,11,72,gqGMkurG,4,4,2,Very informative.,2024-10-07
FGLo6gOb,19,272,CvERswZ4,5,3,1,Great course!,2024-10-07
EIcM2bOU,11,281,Zbym13B3,4,1,5,Could be better.,2024-10-07
9xp9dHm0,20,2,FBgUO0Lg,2,4,5,Great course!,2024-10-07
Lv9xkdSW,10,45,sE9V1CvY,4,5,3,Very informative.,2024-10-07
cwuDgA0o,1,60,VsaUThsY,2,2,5,Very informative.,2024-10-07
06btWSsO,2,180,9GwF0qKO,5,3,1,Very informative.,2024-10-07
IdpAVK1h,10,80,nlgAqJj4,5,4,1,Very informative.,2024-10-07
5mPSugr2,20,213,EHMrXnAZ,4,5,1,Could be better.,2024-10-07
itsWF5jB,17,179,q0XjTfYF,2,4,2,Very informative.,2024-10-07
CgSwci7O,3,239,G1wk43LM,5,4,1,Great course!,2024-10-07
vZ9wCZ0m,11,299,cwSSX6el,3,3,2,Great course!,2024-10-07
lPaPv9TT,7,211,gNVJVXNd,5,4,2,Great course!,2024-10-07
6DRoK7jb,9,38,FTCPaba2,1,1,4,Could be better.,2024-10-07
68osnJCd,8,255,0DF5G4ek,4,1,5,Great course!,2024-10-07
lr6eZDoD,8,147,fvrKmggp,2,2,5,Great course!,2024-10-07
pZRkU8UQ,2,267,vSBhF7D3,3,5,3,Great course!,2024-10-07
ljf24wTo,12,88,QIhboBsa,5,4,2,Great course!,2024-10-07
rTyBgs5J,3,8,zpDNPbKM,2,2,1,Could be better.,2024-10-07
tVbY2mOG,13,269,S1xThUAU,5,4,3,Very informative.,2024-10-07
jwWIbUbm,14,207,Wh7u2EIR,3,3,1,Great course!,2024-10-07
g85bfLuL,6,188,Ylyys930,3,1,3,Great course!,2024-10-07
Skm0i5qM,7,40,wvFsnFEI,3,1,1,Very informative.,2024-10-07
RiRUE7yp,10,198,UTx3a3vD,3,1,2,Very informative.,2024-10-07
mlyjJwqK,1,156,fw7ZNB8v,1,1,5,Great course!,2024-10-07
u3GxNIzv,15,8,bCFR4QWC,3,4,1,Great course!,2024-10-07
kN3Z5MoK,11,259,a8OoVMs8,5,2,5,Could be better.,2024-10-07
rKLaAGxm,15,92,wcjdw77j,4,5,5,Great course!,2024-10-07
SAsPfQ7q,19,300,zOGQ6lOW,2,4,2,Great course!,2024-10-07
26WSf0W2,18,66,Fs4RTbfH,3,1,4,Could be better.,2024-10-07
iTJk0Zdf,12,55,ThVijHLG,2,1,1,Very informative.,2024-10-07
SUAmy9Q0,17,55,24UbRfd3,3,3,2,Very informative.,2024-10-07
KXLii6wy,9,243,HF0sQjtm,3,4,2,Could be better.,2024-10-07
tA5VBnRC,11,212,7pnYoDiT,3,4,2,Very informative.,2024-10-07
13mvNxXD,16,27,MOnQkQXJ,3,1,4,Very informative.,2024-10-07
DulVx2bD,5,166,0KDKA4FM,4,3,4,Very informative.,2024-10-07
L8zcZyGF,4,41,Z4XCoGa2,4,2,4,Could be better.,2024-10-07
81vj4Dzs,5,92,p9F7BLTI,1,5,4,Very informative.,2024-10-07
KHuRUdFn,11,238,LIfAXiNL,5,1,3,Great course!,2024-10-07
OREc1O0R,11,28,sQG5ZZlT,1,1,4,Great course!,2024-10-07
2SvjNccS,5,64,LzKcp6pB,3,2,5,Could be better.,2024-10-07
PVmpbrw4,9,283,gChYxT2S,2,1,3,Great course!,2024-10-07
7vpGt1I0,5,257,0pQpkd1Y,3,2,3,Very informative.,2024-10-07
GqBMfeCt,3,260,VN2XADPn,1,5,1,Very informative.,2024-10-07
1ZmV25Zs,12,198,RMWVJyRh,1,1,3,Could be better.,2024-10-07
iiq415XP,5,8,TNzAS1nQ,5,3,1,Great course!,2024-10-07
lgMQ8CpS,8,109,GaOUIjJN,3,2,3,Great course!,2024-10-07
feYcRAPa,4,293,cYb1VRQb,4,2,2,Great course!,2024-10-07
ZyMkrXG3,4,188,DMBaJxrk,4,5,2,Very informative.,2024-10-07
79luVUI9,5,291,hLwBjRBP,5,1,4,Great course!,2024-10-07
dW4X7lMH,1,142,hgzQXAye,4,2,5,Very informative.,2024-10-07
nU9ZcrX1,11,126,fmSG8n3T,3,4,4,Could be better.,2024-10-07
7grCdK4r,5,149,fP7fj8ig,2,4,3,Great course!,2024-10-07
NA7OYzs5,17,255,EY8pjslv,4,3,3,Could be better.,2024-10-07
zfoDcmqs,8,87,F47enDbP,2,1,3,Could be better.,2024-10-07
fCOUXSIX,3,280,HTwAinXo,3,1,4,Could be better.,2024-10-07
D6YG7z8D,9,278,PZ51zwAf,5,3,2,Could be better.,2024-10-07
VteAxeFR,12,85,KNRl85RJ,4,5,4,Could be better.,2024-10-07
T3yu2MvR,9,207,2Z1GesFl,2,5,2,Great course!,2024-10-07
Uni39C2v,2,35,HvwiJTPY,4,4,4,Very informative.,2024-10-07
xF33ucmz,16,238,hQG44Whe,5,1,4,Very informative.,2024-10-07
lcP2misC,14,212,6xacZ4L4,5,1,1,Great course!,2024-10-07
I37Nat48,9,263,DMkkLBI3,5,5,1,Great course!,2024-10-07
YsrQLWJ5,1,265,ClBq6bxP,1,4,3,Very informative.,2024-10-07
YTSKeRGP,20,119,ShIHcyiU,3,5,4,Very informative.,2024-10-07
Z98mz5j6,4,15,qidHdV0x,2,3,1,Great course!,2024-10-07
dMpeecFW,15,91,aV8Hc78C,3,1,5,Could be better.,2024-10-07
RnqNoVh7,5,130,5BHvJlqr,1,4,4,Great course!,2024-10-07
LNJkKA11,17,146,fN1OwkfY,2,3,3,Could be better.,2024-10-07
zHUj6pOf,2,153,cRODj4VJ,2,2,1,Great course!,2024-10-07
PjlaS8ng,17,241,f2SrjeDF,2,3,4,Great course!,2024-10-07
w2x4sTLT,15,153,CMk967cZ,4,5,1,Very informative.,2024-10-07
W3I4bsxJ,15,227,blo5tqQp,4,4,1,Very informative.,2024-10-07
AZmimkxe,3,236,7KplkCjW,5,2,1,Very informative.,2024-10-07
Zf2zECWM,1,10,A2aCtL7H,1,3,1,Very informative.,2024-10-07
Uoclwulf,7,79,Wognx7Wn,1,2,2,Great course!,2024-10-07
urtDgOgo,9,194,TtVeI6LF,2,3,3,Very informative.,2024-10-07
sNGxtJTD,11,74,DiQ0VQ2G,1,2,3,Could be better.,2024-10-07
wFsosWuz,14,120,3UGEcgpu,3,5,5,Could be better.,2024-10-07
uYwRVB63,15,185,FcJxrQ5g,5,1,1,Very informative.,2024-10-07
foo05uIo,7,140,C3vEiBKh,3,4,4,Very informative.,2024-10-07
0ULM95Cb,6,174,fQSaXer0,5,4,2,Very informative.,2024-10-07
QyHhnGYB,16,37,d7aFbQQl,5,3,1,Very informative.,2024-10-07
HmFPDDGU,19,292,bvZu7TkP,3,3,5,Great course!,2024-10-07
YMOGj9Er,8,76,Y48nLOHO,1,2,3,Great course!,2024-10-07
ifUb5lbS,6,180,S6lUpoKR,3,3,2,Could be better.,2024-10-07
0EPzAp5N,7,225,QeaDy7kn,2,1,4,Great course!,2024-10-07
ILZWOl5z,12,162,Hd8nFksy,5,2,1,Great course!,2024-10-07
p96S4p3U,8,278,COhfXwGi,1,5,3,Very informative.,2024-10-07
sY32rCId,14,168,LbyEfenG,3,3,1,Could be better.,2024-10-07
bLllLGvX,1,112,J9bBKM53,3,3,1,Great course!,2024-10-07
W0v0gvxG,10,129,eMWTiRT8,4,3,2,Very informative.,2024-10-07
EY9vpt8J,1,79,9fw5D6rq,2,4,1,Very informative.,2024-10-07
itRcdWFW,5,68,5F6WGCZy,5,3,5,Could be better.,2024-10-07
uZ1vkrAx,9,89,oRg6v4gx,1,5,5,Great course!,2024-10-07
CkNpwQZR,12,220,x0T1tnrz,1,3,2,Great course!,2024-10-07
xHgrV3MW,9,109,ZFHAg9ep,2,2,5,Very informative.,2024-10-07
lZiOHqgK,11,300,Gemcikzk,3,3,5,Great course!,2024-10-07
Sfe1S3BG,15,157,oUiQyprf,2,2,1,Could be better.,2024-10-07
zRGSZW08,14,219,nWCcrRJf,1,4,5,Great course!,2024-10-07
vOg6dfx4,8,241,Gyjuicno,3,5,5,Could be better.,2024-10-07
mTPFvtAQ,5,289,6lmkAE8B,2,5,3,Could be better.,2024-10-07
6mvibTcF,5,263,91DfxyEp,5,4,3,Could be better.,2024-10-07
bZs0OCZJ,7,231,JspvWCur,2,3,3,Could be better.,2024-10-07
CgRS7gRY,12,26,3ZTCQefB,3,1,1,Great course!,2024-10-07
TxIrzinE,18,241,53PYuM9M,2,5,1,Very informative.,2024-10-07
XDqlyyP9,7,16,sde4Gnzi,1,3,5,Great course!,2024-10-07
UChVfezT,20,66,VCNoLdS0,4,2,3,Could be better.,2024-10-07
abWp6HFN,9,157,OOi5zjlV,5,2,3,Could be better.,2024-10-07
iIdnZJ4N,16,83,ioDGmi8e,2,5,3,Could be better.,2024-10-07
Smy1Rv21,14,289,Kajuobyn,5,3,4,Great course!,2024-10-07
caqEJhD4,18,23,yVJCibCy,2,5,1,Could be better.,2024-10-07
7jgM5ukE,17,203,rsSqCLtG,1,4,1,Could be better.,2024-10-07
SOUer1CJ,7,187,FvgGLUlL,1,4,4,Great course!,2024-10-07
nFGr0L4q,2,252,ZMXP3XF7,4,4,1,Could be better.,2024-10-07
eA6eGPHs,2,145,756aDOlR,4,3,3,Very informative.,2024-10-07
oQRCi2J7,8,113,AF4bAE5I,3,2,2,Great course!,2024-10-07
GsW9dnCs,14,124,Jx5iNec1,2,3,3,Very informative.,2024-10-07
JIZENghT,13,183,WvsYrBnz,1,3,3,Great course!,2024-10-07
